TRACKID,BIRD_ID,FILE,LOGGER,EVENT,SUBEVENT,N_INGESTIONS,MULT,OVERLAP,ASY,DETECTED,ONSET_TEMP_T0,ONSET_DATE,ONSET_TIME,TIME,ONSET_HOUR,LON,LAT,SPD_BEF,SPD_AFT,CALC_SPD,MIN_TEMP,MIN_TEMP_DATE,MIN_TEMP_TIME,INT_T0,INT_T1,TRIM_T0,TRIM_T1,END_TEMP_T1,END_DATE,END_TIME,TYPE,MIN_SHAPE,INITIAL_RISE,IR_DUR,IR_BASE,OI_SST,SHCa,m_MOR_BANK,Mf_EST_ALL,MEAL_MASS,ITEM_MASS,PLOT_MEAL_MASS,PLOT_ITEM_MASS,LOW_RES_DEP,HIGH_RES_DEP,COL_DIST,NOTES,SUNRISE,SUNSET,DAY,TWILIGHT_1,TWILIGHT_2,LIGHT,MOR,MOR_2K
#04_1a,4,#04_MT101_220208.TXT,101,1,0,1,no,RISE,Y,Y,36.8489,15/02/2008,13:25:42,15/02/2008 13:25:00,13,-38.06699518,-54.00563598,0,41.30555556,1.805196978,33.8613,15/02/2008,13:26:28,14.32,14.32,11.42,11.42,39.392,15/02/2008,13:35:31,PDER,SHARP,N,,,3.501218607,4,0.0083,12.9,12.9,12.9,1,1,10,349,0.8,,15/02/2008 07:27,15/02/2008 22:04,D,15/02/2008 06:47,15/02/2008 22:44,L,0,0
#04_1a,4,#04_MT101_220208.TXT,101,2,0,1,yes,NONE,Y,Y,39.3919,15/02/2008,13:35:43,15/02/2008 13:35:00,13,-38.07927713,-54.00336203,41.30555556,0,0.467343441,33.519,15/02/2008,13:36:53,70.49,53.53,65.51,49.38,38.524,15/02/2008,13:58:22,M_CDER,BLUNT,N,,,3.501699089,4,0.0083,59.2,59.2,NA,1,0,10,114,1.7,,15/02/2008 07:27,15/02/2008 22:04,D,15/02/2008 06:47,15/02/2008 22:44,L,0,0
#04_1a,4,#04_MT101_220208.TXT,101,2,1,2,yes,NONE,N,Y,39.3919,15/02/2008,13:35:43,15/02/2008 13:35:00,13,-38.07927713,-54.00336203,41.30555556,0,0.467343441,33.519,15/02/2008,13:36:53,,,,,37.292,15/02/2008,13:42:29,CDER,BLUNT,N,,,3.501699089,4,0.0083,0,NA,29.6,0,1,10,114,1.7,,15/02/2008 07:27,15/02/2008 22:04,D,15/02/2008 06:47,15/02/2008 22:44,L,0,0
#04_1a,4,#04_MT101_220208.TXT,101,2,2,2,yes,RISE,Y,Y,37.3458,15/02/2008,13:42:29,15/02/2008 13:42:00,13,-38.07953427,-54.00506287,41.30555556,0,0.467343441,33.519,15/02/2008,13:43:38,,,,,38.524,15/02/2008,13:58:22,CDER,BLUNT,N,,,3.501579344,4,0.0083,0,NA,29.6,0,1,10,216,1.6,,15/02/2008 07:27,15/02/2008 22:04,D,15/02/2008 06:47,15/02/2008 22:44,L,0,0
#04_1a,4,#04_MT101_220208.TXT,101,3,0,1,no,NONE,Y,Y,39.4542,15/02/2008,19:16:21,15/02/2008 19:16:00,19,-40.27928305,-53.16638514,12.33333333,0.527777778,2.861514859,34.546,15/02/2008,19:17:03,31.72,20.36,29.28,18.41,38.772,15/02/2008,19:31:38,PDER,SHARP,N,,,3.789189612,4,0.0083,26.8,26.8,26.8,1,1,3589,3892,174,,15/02/2008 07:38,15/02/2008 22:11,D,15/02/2008 06:59,15/02/2008 22:49,L,0,0
#04_1a,4,#04_MT101_220208.TXT,101,4,0,1,yes,NONE,Y,Y,39.0821,15/02/2008,20:44:23,15/02/2008 20:44:00,20,-40.95032942,-53.47842167,26.44444444,13.58333333,6.07932362,28.1704,15/02/2008,20:49:16,111.85,111.85,80.11,80.11,39.144,15/02/2008,21:13:46,M_PDER,SHARP,N,,,3.857058816,4,0.0083,95.6,95.6,NA,1,0,1452,2089,199.1,,15/02/2008 07:40,15/02/2008 22:14,D,15/02/2008 07:01,15/02/2008 22:53,L,0,0
#04_1a,4,#04_MT101_220208.TXT,101,4,1,2,yes,NONE,N,Y,39.0821,15/02/2008,20:44:23,15/02/2008 20:44:00,20,-40.95032942,-53.47842167,26.44444444,13.58333333,6.07932362,31.3796,15/02/2008,20:46:16,,,,,32.934,15/02/2008,20:47:49,PDER,SHARP,N,,,3.857058816,4,0.0083,0,NA,47.8,0,1,1452,2089,199.1,,15/02/2008 07:40,15/02/2008 22:14,D,15/02/2008 07:01,15/02/2008 22:53,L,0,0
#04_1a,4,#04_MT101_220208.TXT,101,4,2,2,yes,NONE,Y,Y,32.934,15/02/2008,20:47:49,15/02/2008 20:47:00,20,-40.9688512,-53.47607478,26.44444444,13.58333333,6.07932362,28.1704,15/02/2008,20:49:16,,,,,39.144,15/02/2008,21:13:46,PDER,SHARP,N,,,3.860676512,4,0.0083,0,NA,47.8,0,1,1576,2055,200.4,,15/02/2008 07:40,15/02/2008 22:14,D,15/02/2008 07:01,15/02/2008 22:53,L,0,0
#04_1a,4,#04_MT101_220208.TXT,101,5,0,1,no,NONE,Y,Y,39.144,15/02/2008,21:13:50,15/02/2008 21:13:00,21,-41.24564408,-53.48829104,7.805555556,11.27777778,9.039718699,22.8645,15/02/2008,21:19:16,464.25,496.13,389.6,419.33,39.454,15/02/2008,22:43:33,PDER,BLUNT,N,,,3.904448793,4,0.0083,396.8,396.8,396.8,1,1,1004,1641,217.4,,15/02/2008 07:41,15/02/2008 22:15,D,15/02/2008 07:02,15/02/2008 22:54,L,0,0
#04_1a,4,#04_MT101_220208.TXT,101,6,0,1,no,NONE,Y,Y,38.7722,16/02/2008,04:45:01,16/02/2008 04:45:00,4,-43.15159078,-53.71165803,0,0,0.441548638,32.9902,16/02/2008,04:46:04,35.63,25.61,30.85,21.37,38.214,16/02/2008,05:03:57,PDER,SHARP,N,,,4.34619233,4,0.0083,31.2,31.2,31.2,1,1,2571,2544,335.5,,16/02/2008 07:50,16/02/2008 22:21,N,16/02/2008 07:11,16/02/2008 23:00,D,0,0
#04_1a,4,#04_MT101_220208.TXT,101,7,0,1,no,NONE,Y,Y,39.0198,16/02/2008,08:34:27,16/02/2008 08:34:00,8,-45.39764203,-53.74251477,22.86111111,26.61111111,16.92851188,33.9568,16/02/2008,08:35:36,25.84,25.84,21.61,21.61,38.71,16/02/2008,08:51:13,PDER,SHARP,N,,,4.65601985,4,0.0083,22.6,22.6,22.6,1,1,3470,NA,481.7,,16/02/2008 07:59,16/02/2008 22:30,D,16/02/2008 07:20,16/02/2008 23:09,L,0,0
#04_1a,4,#04_MT101_220208.TXT,101,8,0,1,no,NONE,Y,Y,38.8957,16/02/2008,12:28:51,16/02/2008 12:28:00,12,-48.30973684,-52.94746117,17.13888889,0,3.308930805,24.956,16/02/2008,12:33:57,105.99,105.99,77.07,77.07,38.772,16/02/2008,13:08:24,PDER,SHARP,N,,,5.1994678,4,0.0083,94.7,94.7,94.7,1,1,3011,NA,687.7,Staggered fall,16/02/2008 08:13,16/02/2008 22:40,D,16/02/2008 07:34,16/02/2008 23:18,L,0,0
#04_1a,4,#04_MT101_220208.TXT,101,9,0,1,no,NONE,Y,Y,38.8957,16/02/2008,13:37:05,16/02/2008 13:37:00,13,-48.77688761,-52.77919034,13.41666667,0.888888889,8.675857206,26.4058,16/02/2008,13:41:15,147.25,147.25,111.23,111.23,38.586,16/02/2008,14:29:01,CDER,BLUNT,N,,,5.480093988,4,0.0083,132.7,132.7,132.7,1,1,3470,NA,722.7,,16/02/2008 08:15,16/02/2008 22:41,D,16/02/2008 07:37,16/02/2008 23:19,L,0,0
#04_1a,4,#04_MT101_220208.TXT,101,10,0,1,no,NONE,Y,Y,38.7101,16/02/2008,14:48:08,16/02/2008 14:48:00,14,-49.37887007,-52.57026044,13.58333333,0,4.214919306,25.8017,16/02/2008,14:52:25,159.39,159.39,128.23,128.23,38.586,16/02/2008,15:37:14,CDER,BLUNT,N,,,5.63001419,4,0.0083,145.1,145.1,145.1,1,1,3609,NA,768.1,,16/02/2008 08:18,16/02/2008 22:43,D,16/02/2008 07:40,16/02/2008 23:21,L,0,0
#04_1a,4,#04_MT101_220208.TXT,101,11,0,1,no,NONE,Y,Y,38.462,16/02/2008,20:47:09,16/02/2008 20:47:00,20,-52.6122843,-51.64977317,17.55555556,9.583333333,9.118269298,30.7552,16/02/2008,20:50:19,66.7,66.7,50.7,50.7,38.4,16/02/2008,21:19:00,LDER,BLUNT,N,,,6.678150943,4,0.0083,63.2,63.2,63.2,1,1,2088,NA,1009.8,,16/02/2008 08:33,16/02/2008 22:54,D,16/02/2008 07:56,16/02/2008 23:30,L,0,0
#04_1a,4,#04_MT101_220208.TXT,101,12,0,1,yes,NONE,Y,Y,39.8879,17/02/2008,00:01:57,17/02/2008 00:01:00,0,-54.97552061,-51.68962315,9.222222222,8.722222222,1.859701312,34.9837,17/02/2008,00:04:31,30.67,30.67,25.07,25.07,39.826,17/02/2008,00:21:58,M_PDER,SHARP,Y,00:11:14,39.268,7.209999839,4,0.0083,28.3,28.3,NA,1,0,1416,NA,1161.3,,17/02/2008 08:44,17/02/2008 23:01,N,17/02/2008 08:08,17/02/2008 23:38,D,0,0
#04_1a,4,#04_MT101_220208.TXT,101,12,1,2,yes,NONE,N,Y,39.8879,17/02/2008,00:01:57,17/02/2008 00:01:00,0,-54.97552061,-51.68962315,9.222222222,8.722222222,1.859701312,34.9837,17/02/2008,00:04:31,,,,,38.524,17/02/2008,00:09:57,PDER,SHARP,N,,,7.209999839,4,0.0083,0,NA,14.1,0,1,1416,NA,1161.3,,17/02/2008 08:44,17/02/2008 23:01,N,17/02/2008 08:08,17/02/2008 23:38,D,0,0
#04_1a,4,#04_MT101_220208.TXT,101,12,2,2,yes,RISE,Y,Y,38.524,17/02/2008,00:09:57,17/02/2008 00:09:00,0,-54.98377693,-51.68343182,9.222222222,8.722222222,1.859701312,37.5812,17/02/2008,00:10:43,,,,,39.826,17/02/2008,00:21:58,PDER,SHARP,N,,,7.209999839,4,0.0083,0,NA,14.1,0,1,1416,NA,1162.1,,17/02/2008 08:45,17/02/2008 23:01,N,17/02/2008 08:08,17/02/2008 23:38,D,0,0
#04_1a,4,#04_MT101_220208.TXT,101,13,0,1,no,NONE,Y,Y,38.8957,17/02/2008,08:51:11,17/02/2008 08:51:00,8,-56.40211781,-51.9634324,10.27777778,13.44444444,13.264591,38.1249,17/02/2008,08:52:44,5.77,5.77,4.95,4.95,38.772,17/02/2008,09:05:31,PDER,SHARP,N,,,7.701593691,4,0.0083,5.6,5.6,5.6,1,1,902,NA,1244.5,,17/02/2008 08:50,17/02/2008 23:08,D,17/02/2008 08:13,17/02/2008 23:44,L,0,0
#04_1a,4,#04_MT101_220208.TXT,101,14,0,1,no,NONE,Y,Y,38.9578,17/02/2008,09:32:35,17/02/2008 09:32:00,9,-56.82985,-52.04544178,17.52777778,19.80555556,6.117099216,30.6343,17/02/2008,09:35:06,71.71,71.71,59.74,59.74,38.896,17/02/2008,09:57:44,PDER,BLUNT,N,,,8.048146124,4,0.0083,69.9,69.9,69.9,1,1,568,NA,1269.6,,17/02/2008 08:51,17/02/2008 23:10,D,17/02/2008 08:14,17/02/2008 23:46,L,0,0
#04_1a,4,#04_MT101_220208.TXT,101,15,0,1,no,NONE,Y,Y,39.33,17/02/2008,13:38:19,17/02/2008 13:38:00,13,-57.61265792,-51.66361499,17.66666667,0.972222222,0.205496305,34.5608,17/02/2008,13:39:42,32.96,32.96,28.43,28.43,39.268,17/02/2008,14:05:06,PDER,SHARP,N,,,8.66128528,4,0.0083,32.4,32.4,32.4,1,1,103,NA,1333.9,,17/02/2008 08:55,17/02/2008 23:12,D,17/02/2008 08:18,17/02/2008 23:48,L,0,0
#04_1a,4,#04_MT101_220208.TXT,101,16,0,1,yes,NONE,Y,Y,39.0198,17/02/2008,16:53:47,17/02/2008 16:53:00,16,-57.00904026,-51.02109541,5.416666667,8.166666667,5.559875947,29.4262,17/02/2008,16:55:15,98.06,98.06,85.78,85.78,38.834,17/02/2008,17:32:12,M_PDER,SHARP,N,,,8.214487868,4,0.0083,95.9,95.9,NA,1,0,169,NA,1319.6,,17/02/2008 08:54,17/02/2008 23:08,D,17/02/2008 08:18,17/02/2008 23:44,L,0,0
#04_1a,4,#04_MT101_220208.TXT,101,16,1,2,yes,NONE,N,Y,39.0198,17/02/2008,16:53:47,17/02/2008 16:53:00,16,-57.00904026,-51.02109541,5.416666667,8.166666667,5.559875947,29.4262,17/02/2008,16:55:15,,,,,34.489,17/02/2008,17:01:42,PDER,SHARP,N,,,8.214487868,4,0.0083,0,NA,47.9,0,1,169,NA,1319.6,,17/02/2008 08:54,17/02/2008 23:08,D,17/02/2008 08:18,17/02/2008 23:44,L,0,0
#04_1a,4,#04_MT101_220208.TXT,101,16,2,2,yes,RISE,Y,Y,34.4888,17/02/2008,17:01:42,17/02/2008 17:01:00,17,-57.00147707,-50.99444914,8.166666667,12.30555556,6.994452765,34.2588,17/02/2008,17:02:55,,,,,38.834,17/02/2008,17:32:12,PDER,SHARP,N,,,8.227868038,4,0.0083,0,NA,47.9,0,1,169,NA,1320.2,,17/02/2008 08:54,17/02/2008 23:08,D,17/02/2008 08:18,17/02/2008 23:44,L,0,0
#04_1a,4,#04_MT101_220208.TXT,101,17,0,1,no,NONE,Y,Y,38.8342,17/02/2008,18:02:14,17/02/2008 18:02:00,18,-57.03714663,-50.7029329,8.027777778,20.30555556,5.324722885,32.9298,17/02/2008,18:03:50,27.85,27.85,22.4,22.4,38.71,17/02/2008,18:20:58,PDER,SHARP,N,,,8.389274712,4,0.0083,27.6,27.6,27.6,1,1,237,NA,1335,,17/02/2008 08:55,17/02/2008 23:07,D,17/02/2008 08:19,17/02/2008 23:43,L,0,0
#04_1a,4,#04_MT101_220208.TXT,101,18,0,1,yes,NONE,Y,Y,41.1271,17/02/2008,22:49:01,17/02/2008 22:49:00,22,-58.05734159,-50.32464265,12.55555556,0.583333333,1.635901196,29.6678,17/02/2008,22:57:17,778.48,416.86,692.96,359.27,37.594,18/02/2008,00:43:09,M_PDER,BLUNT,Y,00:13:42,40.012,8.907251476,4,0.0083,727.8,727.8,NA,1,0,195,NA,1417.9,,17/02/2008 09:00,17/02/2008 23:10,D,17/02/2008 08:25,17/02/2008 23:46,L,0,0
#04_1a,4,#04_MT101_220208.TXT,101,18,1,2,yes,NONE,N,Y,41.1271,17/02/2008,22:49:01,17/02/2008 22:49:00,22,-58.05734159,-50.32464265,12.55555556,0.583333333,1.635901196,29.6678,17/02/2008,22:57:17,,,,,29.668,17/02/2008,23:09:19,PDER,BLUNT,N,,,8.907251476,4,0.0083,0,NA,363.9,0,1,195,NA,1417.9,,17/02/2008 09:00,17/02/2008 23:10,D,17/02/2008 08:25,17/02/2008 23:46,L,0,0
#04_1a,4,#04_MT101_220208.TXT,101,18,2,2,yes,RISE,Y,Y,29.6678,17/02/2008,22:57:17,17/02/2008 22:57:00,22,-58.05303243,-50.32797005,0.583333333,17.91666667,2.377650024,30.9364,17/02/2008,23:57:17,,,,,37.594,18/02/2008,00:43:09,PDER,BLUNT,N,,,8.904368445,4,0.0083,0,NA,363.9,0,1,195,NA,1417.5,,17/02/2008 09:00,17/02/2008 23:10,D,17/02/2008 08:25,17/02/2008 23:46,L,0,0
#04_1a,4,#04_MT101_220208.TXT,101,19,0,1,no,NONE,Y,Y,38.0902,18/02/2008,07:48:01,18/02/2008 07:48:00,7,-58.1096324,-50.05125408,0.611111111,0,0.005096149,36.071,18/02/2008,00:57:17,20.19,20.19,10.38,10.38,38.214,18/02/2008,08:01:57,LDER,SHARP,N,,,9.075446941,4,0.0083,21,21,21,1,1,214,NA,1434.1,,18/02/2008 09:03,18/02/2008 23:08,N,18/02/2008 08:28,18/02/2008 23:43,D,0,0
#04_1a,4,#04_MT101_220208.TXT,101,20,0,1,no,NONE,Y,Y,40.5688,18/02/2008,12:21:46,18/02/2008 12:21:00,12,-58.52737536,-50.37455422,2.916666667,0.638888889,3.025555382,30.0907,18/02/2008,12:26:45,314.7,198.44,277.24,168.26,39.02,18/02/2008,13:35:19,PDER,SHARP,N,,,9.347979813,4,0.0083,303.6,303.6,303.6,1,1,183,NA,1446,,18/02/2008 09:04,18/02/2008 23:10,D,18/02/2008 08:28,18/02/2008 23:46,L,0,0
#04_1a,4,#04_MT101_220208.TXT,101,21,0,1,no,NONE,Y,Y,39.9499,18/02/2008,15:28:39,18/02/2008 15:28:00,15,-58.52664625,-50.40557675,0,0,0.0049384,38.4873,18/02/2008,15:30:01,14.82,14.82,13.22,13.22,39.578,18/02/2008,15:48:48,PDER,BLUNT,N,,,9.324538972,4,0.0083,14.6,14.6,14.6,1,1,178,NA,1444.6,,18/02/2008 09:04,18/02/2008 23:10,D,18/02/2008 08:28,18/02/2008 23:46,L,0,0
#04_1a,4,#04_MT101_220208.TXT,101,22,0,1,no,NONE,Y,Y,40.136,18/02/2008,20:14:42,18/02/2008 20:14:00,20,-58.39695707,-50.36032579,0.722222222,0.888888889,1.38787896,38.9102,18/02/2008,20:15:48,4.87,4.87,3.95,3.95,40.136,18/02/2008,20:21:27,PDER,BLUNT,N,,,8.992924358,4,0.0083,4.7,4.7,4.7,1,1,186,NA,1438.2,,18/02/2008 09:03,18/02/2008 23:10,D,18/02/2008 08:28,18/02/2008 23:45,L,0,0
#04_1a,4,#04_MT101_220208.TXT,101,23,0,1,yes,NONE,Y,Y,41.1271,18/02/2008,21:53:04,18/02/2008 21:53:00,21,-58.60675657,-50.42768726,20.13888889,0,0.69735313,31.8425,18/02/2008,22:02:42,461.95,375.74,257.08,195.06,38.896,18/02/2008,23:30:04,M_CDER,BLUNT,N,,,9.327523807,4,0.0083,437.6,437.6,NA,1,0,176,NA,1448.8,,18/02/2008 09:04,18/02/2008 23:11,D,18/02/2008 08:29,18/02/2008 23:46,L,0,0
#04_1a,4,#04_MT101_220208.TXT,101,23,1,2,yes,NONE,N,Y,41.1271,18/02/2008,21:53:04,18/02/2008 21:53:00,21,-58.60675657,-50.42768726,20.13888889,0,0.69735313,31.8425,18/02/2008,22:02:42,,,,,38.152,18/02/2008,22:54:18,CDER,BLUNT,N,,,9.327523807,4,0.0083,0,NA,218.8,0,1,176,NA,1448.8,,18/02/2008 09:04,18/02/2008 23:11,D,18/02/2008 08:29,18/02/2008 23:46,L,0,0
#04_1a,4,#04_MT101_220208.TXT,101,23,2,2,yes,RISE,Y,Y,38.1518,18/02/2008,22:54:18,18/02/2008 22:54:00,22,-58.59345251,-50.43530755,0,0.527777778,0.005048344,37.3396,18/02/2008,22:56:18,,,,,38.896,18/02/2008,23:30:04,CDER,BLUNT,N,,,9.318678604,4,0.0083,0,NA,218.8,0,1,176,NA,1447.6,,18/02/2008 09:04,18/02/2008 23:11,D,18/02/2008 08:28,18/02/2008 23:46,L,0,0
#04_1a,4,#04_MT101_220208.TXT,101,24,0,1,no,NONE,Y,Y,39.4541,19/02/2008,06:11:02,19/02/2008 06:11:00,6,-58.48589707,-50.40513658,0.5,14.52777778,0.269552066,36.4335,19/02/2008,06:11:39,11.58,11.58,10.01,10.01,39.64,19/02/2008,06:22:01,LDER,SHARP,N,,,8.99925634,4,0.0083,11.5,11.5,11.5,1,1,178,NA,1442,,19/02/2008 09:05,19/02/2008 23:08,N,19/02/2008 08:30,19/02/2008 23:43,D,0,0
#04_1a,4,#04_MT101_220208.TXT,101,25,0,1,no,NONE,Y,Y,41.4978,19/02/2008,09:52:13,19/02/2008 09:52:00,9,-58.57951151,-50.38152822,10.97222222,8.444444444,0.011770808,32.9298,19/02/2008,09:57:26,266.02,161.8,238.62,141.95,39.764,19/02/2008,10:58:08,LDER,SHARP,Y,00:19:14,39.8879,9.350613046,4,0.0083,249.2,249.2,249.2,1,1,176,NA,1449.1,,19/02/2008 09:06,19/02/2008 23:09,D,19/02/2008 08:30,19/02/2008 23:44,L,0,0
#04_1a,4,#04_MT101_220208.TXT,101,26,0,1,no,NONE,Y,Y,41.746,19/02/2008,15:09:12,19/02/2008 15:09:00,15,-58.76880545,-50.28411399,6.277777778,3.833333333,0.855416772,32.9902,19/02/2008,15:19:20,360.83,189.08,303.99,150.89,39.578,19/02/2008,16:31:37,CDER,BLUNT,Y,00:18:28,40.7549,9.46534825,4,0.0083,336.7,336.7,336.7,1,1,180,NA,1465.8,,19/02/2008 09:07,19/02/2008 23:09,D,19/02/2008 08:32,19/02/2008 23:44,L,0,0
#04_1a,4,#04_MT101_220208.TXT,101,27,0,1,no,NONE,Y,Y,39.8879,19/02/2008,20:29:24,19/02/2008 20:29:00,20,-58.78429627,-50.30734293,0.611111111,4.388888889,0.268814723,38.9102,19/02/2008,20:30:23,5,5,4.16,4.16,39.826,19/02/2008,20:40:05,CDER,BLUNT,N,,,9.45597887,4,0.0083,4.9,4.9,4.9,1,1,176,NA,1465.7,,19/02/2008 09:07,19/02/2008 23:09,D,19/02/2008 08:32,19/02/2008 23:44,L,0,0
#04_1a,4,#04_MT101_220208.TXT,101,28,0,1,no,NONE,Y,Y,38.9578,20/02/2008,00:55:38,20/02/2008 00:55:00,0,-58.88167448,-50.29759697,0.527777778,0.583333333,0.006218915,36.0106,20/02/2008,00:56:40,24.51,24.51,22.42,22.42,38.586,20/02/2008,01:18:36,PDER,BLUNT,N,,,9.493649928,4,0.0083,25.1,25.1,25.1,1,1,168,NA,1472.4,,20/02/2008 09:09,20/02/2008 23:08,N,20/02/2008 08:34,20/02/2008 23:43,D,0,0
#04_1a,4,#04_MT101_220208.TXT,101,29,0,1,yes,NONE,Y,Y,40.7549,20/02/2008,02:12:51,20/02/2008 02:12:00,2,-58.65958459,-50.29648894,5.75,0,0.016749214,34.3192,20/02/2008,02:19:19,271.23,128.32,244.04,110.22,39.268,20/02/2008,03:43:24,M_CDER,BLUNT,Y,00:26:51,39.0819,9.427726867,4,0.0083,260.8,260.8,NA,1,0,178,NA,1458.1,,20/02/2008 09:08,20/02/2008 23:07,N,20/02/2008 08:33,20/02/2008 23:42,D,0,0
#04_1a,4,#04_MT101_220208.TXT,101,29,1,3,yes,NONE,N,Y,40.7549,20/02/2008,02:12:51,20/02/2008 02:12:00,2,-58.65958459,-50.29648894,5.75,0,0.016749214,34.3192,20/02/2008,02:19:19,,,,,38.276,20/02/2008,02:54:12,CDER,BLUNT,N,,,9.427726867,4,0.0083,0,NA,86.9,0,1,178,NA,1458.1,,20/02/2008 09:08,20/02/2008 23:07,N,20/02/2008 08:33,20/02/2008 23:42,D,0,0
#04_1a,4,#04_MT101_220208.TXT,101,29,2,3,yes,RISE,N,Y,38.276,20/02/2008,02:54:12,20/02/2008 02:54:00,2,-58.66421852,-50.2949899,1.055555556,0.833333333,0.404236153,37.2792,20/02/2008,02:54:57,,,,,38.292,20/02/2008,03:25:04,PDER,SHARP,N,,,9.429849499,4,0.0083,0,NA,86.9,0,1,178,NA,1458.5,,20/02/2008 09:08,20/02/2008 23:07,N,20/02/2008 08:33,20/02/2008 23:42,D,0,0
#04_1a,4,#04_MT101_220208.TXT,101,29,3,3,yes,RISE,Y,Y,38.292,20/02/2008,03:25:04,20/02/2008 03:25:00,3,-58.654107,-50.29340789,0,1.222222222,0.40055405,37.6416,20/02/2008,03:26:04,,,,,39.268,20/02/2008,03:43:24,CDER,BLUNT,N,,,9.428591328,4,0.0083,0,NA,86.9,0,1,178,NA,1457.9,,20/02/2008 09:08,20/02/2008 23:07,N,20/02/2008 08:33,20/02/2008 23:42,D,0,0
#04_1a,4,#04_MT101_220208.TXT,101,30,0,1,no,NONE,Y,Y,39.0198,20/02/2008,03:52:47,20/02/2008 03:52:00,3,-58.63981402,-50.29572969,0,0,0.323755405,37.7624,20/02/2008,03:53:25,7.89,7.89,7.06,7.06,39.268,20/02/2008,04:16:47,LDER,SHARP,N,,,9.423808938,4,0.0083,8,8,8,1,1,178,NA,1456.9,,20/02/2008 09:08,20/02/2008 23:07,N,20/02/2008 08:33,20/02/2008 23:42,D,0,0
#04_1a,4,#04_MT101_220208.TXT,101,31,0,1,no,NONE,Y,Y,39.33,20/02/2008,04:22:58,20/02/2008 04:22:00,4,-58.63208326,-50.29305578,0.75,1.583333333,0.520300114,38.6686,20/02/2008,04:24:03,4.91,4.91,4.35,4.35,39.082,20/02/2008,04:34:08,CDER,BLUNT,N,,,9.424059405,4,0.0083,4.9,4.9,4.9,1,1,178,NA,1456.5,,20/02/2008 09:08,20/02/2008 23:07,N,20/02/2008 08:33,20/02/2008 23:42,D,0,0
#04_1a,4,#04_MT101_220208.TXT,101,32,0,1,no,NONE,Y,Y,39.0819,20/02/2008,04:34:17,20/02/2008 04:34:00,4,-58.62819177,-50.2911232,1.583333333,0.972222222,0.502186968,37.6416,20/02/2008,04:34:56,6.8,6.8,6.21,6.21,39.082,20/02/2008,04:52:11,PDER,SHARP,N,,,9.424631934,4,0.0083,6.9,6.9,6.9,1,1,183,NA,1456.3,,20/02/2008 09:08,20/02/2008 23:07,N,20/02/2008 08:33,20/02/2008 23:42,D,0,0
#04_1a,4,#04_MT101_220208.TXT,101,33,0,1,no,NONE,Y,Y,39.33,20/02/2008,05:21:10,20/02/2008 05:21:00,5,-58.61297325,-50.28265143,0,0,0.469055561,37.4604,20/02/2008,05:22:01,9.61,9.61,8.19,8.19,39.206,20/02/2008,05:36:22,PDER,BLUNT,N,,,9.427744356,4,0.0083,9.7,9.7,9.7,1,1,187,NA,1455.8,,20/02/2008 09:08,20/02/2008 23:07,N,20/02/2008 08:33,20/02/2008 23:41,D,0,0
#04_1a,4,#04_MT101_220208.TXT,101,34,0,1,no,NONE,Y,Y,40.3842,20/02/2008,10:07:07,20/02/2008 10:07:00,10,-58.83967064,-50.23234238,0,0.666666667,4.959364139,29.9699,20/02/2008,10:13:19,347.25,347.25,295.17,295.17,39.764,20/02/2008,11:26:02,CDER,BLUNT,N,,,9.51880689,4,0.0083,338.9,338.9,338.9,1,1,176,NA,1472.7,,20/02/2008 09:09,20/02/2008 23:07,D,20/02/2008 08:34,20/02/2008 23:42,L,0,0
#04_1a,4,#04_MT101_220208.TXT,101,35,0,1,no,NONE,Y,Y,40.074,20/02/2008,18:19:13,20/02/2008 18:19:00,18,-58.69673061,-50.27305939,23.44444444,0.5,2.113283686,38.3665,20/02/2008,18:20:23,13.68,6.4,12.22,5.51,39.516,20/02/2008,18:33:03,CDER,BLUNT,N,,,9.452714185,4,0.0083,13.5,13.5,13.5,1,1,183,NA,1461.6,,20/02/2008 09:08,20/02/2008 23:07,D,20/02/2008 08:33,20/02/2008 23:42,L,0,0
#04_1a,4,#04_MT101_220208.TXT,101,36,0,1,no,NONE,Y,Y,39.5162,20/02/2008,18:33:22,20/02/2008 18:33:00,18,-58.67870341,-50.26697939,0.5,0,0.320014229,37.4604,20/02/2008,18:35:24,19.28,19.28,16.08,16.08,39.454,20/02/2008,18:58:18,CDER,BLUNT,N,,,9.452510743,4,0.0083,19.3,19.3,19.3,1,1,183,NA,1460.7,,20/02/2008 09:08,20/02/2008 23:07,D,20/02/2008 08:33,20/02/2008 23:42,L,0,0
#04_1a,4,#04_MT101_220208.TXT,101,37,0,1,no,NONE,Y,Y,41.0031,20/02/2008,20:02:39,20/02/2008 20:02:00,20,-58.6668467,-50.27808321,0,0,0.004884091,30.1511,20/02/2008,20:07:49,416.2,321.11,373.61,284.09,39.578,20/02/2008,21:32:34,PDER,SHARP,Y,00:34:43,40.2601,9.442107767,4,0.0083,397.2,397.2,397.2,1,1,183,NA,1459.4,,20/02/2008 09:08,20/02/2008 23:07,D,20/02/2008 08:33,20/02/2008 23:42,L,0,0
