TRACKID,BIRD_ID,FILE,LOGGER,EVENT,SUBEVENT,N_INGESTIONS,MULT,OVERLAP,ASY,DETECTED,ONSET_TEMP_T0,ONSET_DATE,ONSET_TIME,TIME,ONSET_HOUR,LON,LAT,SPD_BEF,SPD_AFT,CALC_SPD,MIN_TEMP,MIN_TEMP_DATE,MIN_TEMP_TIME,INT_T0,INT_T1,TRIM_T0,TRIM_T1,END_TEMP_T1,END_DATE,END_TIME,TYPE,MIN_SHAPE,INITIAL_RISE,IR_DUR,IR_BASE,OI_SST,SHCa,m_MOR_BANK,Mf_EST_ALL,MEAL_MASS,ITEM_MASS,PLOT_MEAL_MASS,PLOT_ITEM_MASS,LOW_RES_DEP,HIGH_RES_DEP,COL_DIST,NOTES,SUNRISE,SUNSET,DAY,TWILIGHT_1,TWILIGHT_2,LIGHT,MOR,MOR_2K
#10_1a,10,#10_MT101_120308.TXT,101,61,0,1,no,NONE,Y,Y,39.5656,04/03/2008,02:05:52,04/03/2008 02:05:00,2,-6.169466307,-63.70614327,0.805555556,17.27777778,4.170971402,36.9233,04/03/2008,02:07:13,10,10,8.07,8.07,39.392,04/03/2008,02:16:23,PDER,SHARP,N,,,-0.08309026,4,0.0083,7.6,7.6,7.6,1,1,5249,NA,2093.4,,04/03/2008 05:37,04/03/2008 19:33,N,04/03/2008 04:46,04/03/2008 20:23,D,0,0
#10_1a,10,#10_MT101_120308.TXT,101,62,0,1,no,NONE,Y,Y,39.5158,04/03/2008,02:20:03,04/03/2008 02:20:00,2,-6.164670845,-63.73229029,17.27777778,0.555555556,2.018822598,15.2756,04/03/2008,02:24:13,569.07,499.28,495.85,429.49,38.834,04/03/2008,03:46:17,PDER,SHARP,N,,,-0.082450555,4,0.0083,432.9,432.9,432.9,1,1,5233,NA,2094.5,,04/03/2008 05:36,04/03/2008 19:33,N,04/03/2008 04:46,04/03/2008 20:23,D,0,0
#10_1a,10,#10_MT101_120308.TXT,101,63,0,1,no,NONE,Y,Y,38.7719,04/03/2008,04:12:28,04/03/2008 04:12:00,4,-6.160609963,-64.01092062,10.36111111,0,4.918456032,27.1888,04/03/2008,04:18:52,316.11,316.11,207.68,207.68,38.772,04/03/2008,05:30:47,CDER,JAGGY,N,,,-0.075471035,4,0.0083,245.1,245.1,245.1,1,1,5187,NA,2103.4,,04/03/2008 05:36,04/03/2008 19:34,N,04/03/2008 04:45,04/03/2008 20:25,D,0,0
#10_1a,10,#10_MT101_120308.TXT,101,64,0,1,no,NONE,Y,Y,39.3301,04/03/2008,17:02:41,04/03/2008 17:02:00,17,-5.571509499,-64.7199002,0.611111111,0.861111111,3.493026288,25.2882,04/03/2008,17:07:34,454.96,454.96,297.35,297.35,39.33,04/03/2008,18:39:10,PDER,SHARP,N,,,-0.179449468,4,0.0083,346.8,346.8,346.8,1,1,5099,NA,2154,,04/03/2008 05:31,04/03/2008 19:33,D,04/03/2008 04:39,04/03/2008 20:26,L,0,0
#10_1a,10,#10_MT101_120308.TXT,101,65,0,1,no,NONE,Y,Y,40.1978,04/03/2008,19:40:52,04/03/2008 19:40:00,19,-5.387726122,-64.65759696,15.19444444,20.02777778,7.372256103,36.8306,04/03/2008,19:43:48,119.55,51.72,112.22,48.87,38.4,04/03/2008,20:23:08,LDER,BLUNT,N,,,-0.084269029,4,0.0083,89.4,89.4,89.4,1,1,5114,NA,2160.2,Odd looking - maybe not a PDER,04/03/2008 05:31,04/03/2008 19:33,N,04/03/2008 04:38,04/03/2008 20:25,L,0,0
#10_1a,10,#10_MT101_120308.TXT,101,66,0,1,no,NONE,Y,Y,39.0093,04/03/2008,20:22:56,04/03/2008 20:22:00,20,-5.517089422,-64.45822739,0.527777778,5.194444444,0.131451712,37.665,04/03/2008,20:25:15,10.6,10.6,6.98,6.98,39.082,04/03/2008,20:37:35,CDER,BLUNT,N,,,-0.061164046,4,0.0083,8.2,8.2,8.2,1,1,5160,NA,2147.7,,04/03/2008 05:32,04/03/2008 19:32,N,04/03/2008 04:40,04/03/2008 20:24,L,0,0
#10_1a,10,#10_MT101_120308.TXT,101,67,0,1,no,NONE,Y,Y,38.8338,04/03/2008,20:39:09,04/03/2008 20:39:00,20,-5.510666213,-64.46073145,5.194444444,18.16666667,0.961437408,35.2082,04/03/2008,20:46:00,79.46,79.46,67.43,67.43,38.71,04/03/2008,21:34:37,CDER,BLUNT,N,,,-0.061084461,4,0.0083,61.5,61.5,61.5,1,1,5144,NA,2148.1,,04/03/2008 05:32,04/03/2008 19:32,N,04/03/2008 04:40,04/03/2008 20:24,D,0,0
#10_1a,10,#10_MT101_120308.TXT,101,68,0,1,yes,NONE,Y,Y,39.888,05/03/2008,04:18:07,05/03/2008 04:18:00,4,-5.479041842,-64.42961873,0,9.583333333,0.240453904,27.4206,05/03/2008,04:21:44,367.97,367.97,155.52,155.52,39.95,05/03/2008,05:58:23,M_PDER,BLUNT,N,,,-0.01,4,0.0083,277.8,277.8,NA,1,0,5160,NA,2148.5,,05/03/2008 05:35,05/03/2008 19:29,N,05/03/2008 04:43,05/03/2008 20:20,D,0,0
#10_1a,10,#10_MT101_120308.TXT,101,68,1,2,yes,NONE,N,Y,39.888,05/03/2008,04:18:07,05/03/2008 04:18:00,4,-5.479041842,-64.42961873,0,9.583333333,0.240453904,27.4206,05/03/2008,04:21:44,,,,,38.504,05/03/2008,04:45:46,PDER,BLUNT,N,,,-0.01,4,0.0083,0,NA,138.9,0,1,5160,NA,2148.5,,05/03/2008 05:35,05/03/2008 19:29,N,05/03/2008 04:43,05/03/2008 20:20,D,0,0
#10_1a,10,#10_MT101_120308.TXT,101,68,2,2,yes,RISE,Y,Y,38.5041,05/03/2008,04:45:46,05/03/2008 04:45:00,4,-5.519149234,-64.40321468,0.5,9.861111111,0.089699631,30.9899,05/03/2008,04:50:56,,,,,39.95,05/03/2008,05:58:23,PDER,BLUNT,N,,,-0.062654577,4,0.0083,0,NA,138.9,0,1,5160,NA,2145.8,,05/03/2008 05:35,05/03/2008 19:29,N,05/03/2008 04:44,05/03/2008 20:20,L,0,0
#10_1a,10,#10_MT101_120308.TXT,101,69,0,1,no,NONE,Y,Y,39.8261,05/03/2008,06:22:41,05/03/2008 06:22:00,6,-5.319950917,-64.51024325,20.44444444,0,1.24625253,31.6389,05/03/2008,06:38:47,282.08,282.08,208.19,208.19,39.764,05/03/2008,08:01:42,CDER,BLUNT,N,,,-0.071100176,4,0.0083,213,213,213,1,1,5149,NA,2158.4,,05/03/2008 05:34,05/03/2008 19:28,D,05/03/2008 04:42,05/03/2008 20:20,L,0,0
#10_1a,10,#10_MT101_120308.TXT,101,70,0,1,no,NONE,Y,Y,40.1359,05/03/2008,10:41:37,05/03/2008 10:41:00,10,-4.965666859,-64.50174705,11.33333333,8.638888889,0.43634755,19.5402,05/03/2008,10:44:48,399.5,399.5,348.31,348.31,39.764,05/03/2008,11:40:50,PDER,SHARP,N,,,-0.089503634,4,0.0083,299.1,299.1,299.1,1,1,5147,NA,2174.4,Water?,05/03/2008 05:33,05/03/2008 19:27,D,05/03/2008 04:41,05/03/2008 20:18,L,0,0
#10_1a,10,#10_MT101_120308.TXT,101,71,0,1,yes,NONE,Y,Y,39.64,05/03/2008,12:42:45,05/03/2008 12:42:00,12,-5.045317527,-64.41198248,0.5,18.91666667,0.073453695,28.1622,05/03/2008,12:46:31,210.06,169.42,52.78,37.48,38.71,05/03/2008,13:33:01,M_PDER,SHARP,N,,,-0.01,4,0.0083,159.6,159.6,NA,1,0,5168,NA,2167.9,,05/03/2008 05:33,05/03/2008 19:27,D,05/03/2008 04:42,05/03/2008 20:18,L,0,0
#10_1a,10,#10_MT101_120308.TXT,101,71,1,2,yes,NONE,N,Y,39.64,05/03/2008,12:42:45,05/03/2008 12:42:00,12,-5.045317527,-64.41198248,0.5,18.91666667,0.073453695,28.1622,05/03/2008,12:46:31,,,,,37.966,05/03/2008,13:07:01,PDER,SHARP,N,,,-0.01,4,0.0083,0,NA,79.8,0,1,5168,NA,2167.9,,05/03/2008 05:33,05/03/2008 19:27,D,05/03/2008 04:42,05/03/2008 20:18,L,0,0
#10_1a,10,#10_MT101_120308.TXT,101,71,2,2,yes,RISE,Y,Y,37.9662,05/03/2008,13:07:01,05/03/2008 13:07:00,13,-5.139199569,-64.46568408,18.91666667,1.055555556,6.345373759,33.0295,05/03/2008,13:13:34,,,,,38.71,05/03/2008,13:33:01,PDER,JAGGY,N,,,-0.01,4,0.0083,0,NA,79.8,0,1,5151,NA,2165.3,,05/03/2008 05:34,05/03/2008 19:27,D,05/03/2008 04:42,05/03/2008 20:19,L,0,0
#10_1a,10,#10_MT101_120308.TXT,101,72,0,1,no,NONE,Y,Y,38.8961,05/03/2008,15:31:16,05/03/2008 15:31:00,15,-5.495968867,-64.42157085,0,0.75,0.064341297,38.2676,05/03/2008,15:32:04,2.19,2.19,1.79,1.79,38.648,05/03/2008,15:35:58,PDER,BLUNT,N,,,-0.01,4,0.0083,1.7,1.7,1.7,1,1,5160,NA,2147.5,,05/03/2008 05:35,05/03/2008 19:29,D,05/03/2008 04:44,05/03/2008 20:20,L,0,0
#10_1a,10,#10_MT101_120308.TXT,101,73,0,1,yes,NONE,Y,Y,40.4462,05/03/2008,20:24:47,05/03/2008 20:24:00,20,-5.581961716,-64.38133709,14.52777778,0,5.181705338,26.8179,05/03/2008,20:46:06,279.59,233.09,157.76,128.44,39.64,05/03/2008,21:22:11,M_PDER,SHARP,N,,,-0.063398456,4,0.0083,207.9,207.9,NA,1,0,5156,NA,2142.2,,05/03/2008 05:36,05/03/2008 19:29,N,05/03/2008 04:44,05/03/2008 20:20,D,0,0
#10_1a,10,#10_MT101_120308.TXT,101,73,1,4,yes,NONE,N,Y,40.4462,05/03/2008,20:24:47,05/03/2008 20:24:00,20,-5.581961716,-64.38133709,14.52777778,0,5.181705338,36.7379,05/03/2008,20:26:09,,,,,38.834,05/03/2008,20:29:00,PDER,SHARP,N,,,-0.063398456,4,0.0083,0,NA,52,0,1,5156,NA,2142.2,,05/03/2008 05:36,05/03/2008 19:29,N,05/03/2008 04:44,05/03/2008 20:20,D,0,0
#10_1a,10,#10_MT101_120308.TXT,101,73,2,4,yes,RISE,N,Y,38.8338,05/03/2008,20:29:01,05/03/2008 20:29:00,20,-5.579979101,-64.3745725,0,7.916666667,0.928062579,30.9435,05/03/2008,20:30:35,,,,,38.772,05/03/2008,20:38:35,PDER,SHARP,N,,,-0.063568858,4,0.0083,0,NA,52,0,1,5170,NA,2142.1,,05/03/2008 05:36,05/03/2008 19:29,N,05/03/2008 04:44,05/03/2008 20:20,D,0,0
#10_1a,10,#10_MT101_120308.TXT,101,73,3,4,yes,RISE,N,Y,38.7719,05/03/2008,20:38:42,05/03/2008 20:38:00,20,-5.590556826,-64.3761911,0,7.916666667,0.928062579,32.8905,05/03/2008,20:40:18,,,,,35.581,05/03/2008,20:43:40,PDER,SHARP,N,,,-0.063564107,4,0.0083,0,NA,52,0,1,5156,NA,2141.6,,05/03/2008 05:36,05/03/2008 19:29,N,05/03/2008 04:44,05/03/2008 20:20,D,0,0
#10_1a,10,#10_MT101_120308.TXT,101,73,4,4,yes,RISE,Y,Y,35.6691,05/03/2008,20:43:51,05/03/2008 20:43:00,20,-5.594555011,-64.37868028,7.916666667,14.36111111,0.099702605,26.6789,05/03/2008,20:46:12,,,,,39.64,05/03/2008,21:22:11,PDER,SHARP,N,,,-0.063514759,4,0.0083,0,NA,52,0,1,5156,NA,2141.5,,05/03/2008 05:36,05/03/2008 19:29,N,05/03/2008 04:44,05/03/2008 20:20,D,0,0
#10_1a,10,#10_MT101_120308.TXT,101,74,0,1,no,NONE,Y,Y,39.1441,05/03/2008,21:41:10,05/03/2008 21:41:00,21,-5.510548578,-64.39695061,0,1,0.193468492,34.0957,05/03/2008,21:43:03,49.71,31.86,42.51,26.21,38.343,05/03/2008,22:03:12,PDER,SHARP,N,,,-0.062813707,4,0.0083,38.2,38.2,38.2,1,1,5160,NA,2146,,05/03/2008 05:35,05/03/2008 19:29,N,05/03/2008 04:44,05/03/2008 20:20,D,0,0
#10_1a,10,#10_MT101_120308.TXT,101,75,0,1,no,NONE,Y,Y,39.6119,05/03/2008,22:03:22,05/03/2008 22:03:00,22,-5.507148998,-64.40839437,0,11.66666667,4.86505156,32.566,05/03/2008,22:05:17,52.53,52.53,52.53,52.53,39.702,05/03/2008,22:26:49,PDER,SHARP,N,,,-0.06250153,4,0.0083,39.9,39.9,39.9,1,1,5160,NA,2146.5,,05/03/2008 05:35,05/03/2008 19:29,N,05/03/2008 04:44,05/03/2008 20:20,D,0,0
#10_1a,10,#10_MT101_120308.TXT,101,76,0,1,no,NONE,Y,Y,38.71,06/03/2008,03:13:32,06/03/2008 03:13:00,3,-5.329688986,-64.61400063,0,0,0.247011534,37.7577,06/03/2008,03:14:14,6.37,6.37,5.97,5.97,38.276,06/03/2008,03:23:24,PDER,SHARP,N,,,-0.079920218,4,0.0083,4.9,4.9,4.9,1,1,5132,NA,2161.4,,06/03/2008 05:37,06/03/2008 19:25,N,06/03/2008 04:45,06/03/2008 20:16,D,0,0
#10_1a,10,#10_MT101_120308.TXT,101,77,0,1,no,NONE,Y,Y,39.392,06/03/2008,05:49:14,06/03/2008 05:49:00,5,-5.278829612,-64.34464999,21.30555556,10.91666667,1.727498127,19.7256,06/03/2008,05:53:00,266.81,244.87,234.3,213.75,39.02,06/03/2008,06:43:20,PDER,SHARP,N,,,-0.01,4,0.0083,204,204,204,1,1,5187,NA,2155,,06/03/2008 05:38,06/03/2008 19:24,D,06/03/2008 04:47,06/03/2008 20:15,L,0,0
#10_1a,10,#10_MT101_120308.TXT,101,78,0,1,no,NONE,Y,Y,38.3379,06/03/2008,18:42:48,06/03/2008 18:42:00,18,-5.171937028,-64.33187744,1.333333333,0.75,1.298381547,21.4408,06/03/2008,18:45:21,295.62,349.84,198.95,245.19,39.454,06/03/2008,19:38:03,PDER,JAGGY,N,,,-0.01,4,0.0083,232.2,232.2,232.2,1,1,5188,NA,2159.5,,06/03/2008 05:37,06/03/2008 19:24,D,06/03/2008 04:46,06/03/2008 20:14,L,0,0
#10_1a,10,#10_MT101_120308.TXT,101,79,0,1,no,NONE,Y,Y,40.3839,06/03/2008,20:20:07,06/03/2008 20:20:00,20,-5.481988584,-64.31128303,17.91666667,28.05555556,9.219340812,36.3207,06/03/2008,20:21:39,16.73,12.92,13.16,9.86,40.136,06/03/2008,20:30:05,PDER,SHARP,N,,,-0.01,4,0.0083,12.5,12.5,12.5,1,1,5175,NA,2144.5,,06/03/2008 05:38,06/03/2008 19:25,N,06/03/2008 04:48,06/03/2008 20:16,D,0,0
#10_1a,10,#10_MT101_120308.TXT,101,80,0,1,no,NONE,Y,Y,40.1359,06/03/2008,20:30:05,06/03/2008 20:30:00,20,-5.41493463,-64.326434,28.05555556,18.80555556,6.130391092,27.8378,06/03/2008,20:36:15,440.4,327.52,324.87,226.07,38.834,06/03/2008,22:02:49,PDER,JAGGY,N,,,-0.01,4,0.0083,330.4,330.4,330.4,1,1,5180,NA,2148.1,,06/03/2008 05:38,06/03/2008 19:25,N,06/03/2008 04:47,06/03/2008 20:15,D,0,0
#10_1a,10,#10_MT101_120308.TXT,101,81,0,1,no,NONE,Y,Y,38.2141,07/03/2008,00:17:05,07/03/2008 00:17:00,0,-5.308140479,-64.29606956,0.666666667,0.861111111,0.319966372,37.2478,07/03/2008,00:17:05,11.75,11.75,9.46,9.46,38.276,07/03/2008,00:41:53,CDER,BLUNT,N,,,-0.01,4,0.0083,9.3,9.3,9.3,1,1,5185,NA,2152.1,,07/03/2008 05:41,07/03/2008 19:20,N,07/03/2008 04:50,07/03/2008 20:11,D,0,0
#10_1a,10,#10_MT101_120308.TXT,101,82,0,1,yes,NONE,Y,Y,38.4621,07/03/2008,00:48:02,07/03/2008 00:48:00,0,-5.300696077,-64.30094104,0.833333333,1.666666667,0.439349742,35.9499,07/03/2008,01:08:31,46.72,46.72,26.68,26.68,38.524,07/03/2008,01:42:47,M_PDER,SHARP,N,,,-0.01,4,0.0083,36.6,36.6,NA,1,0,5185,NA,2152.6,,07/03/2008 05:41,07/03/2008 19:20,N,07/03/2008 04:50,07/03/2008 20:11,D,0,0
#10_1a,10,#10_MT101_120308.TXT,101,82,1,2,yes,NONE,N,Y,38.4621,07/03/2008,00:48:02,07/03/2008 00:48:00,0,-5.300696077,-64.30094104,0.833333333,1.666666667,0.439349742,37.2942,07/03/2008,00:51:08,,,,,37.897,07/03/2008,01:05:45,CDER,BLUNT,N,,,-0.01,4,0.0083,0,NA,18.3,0,1,5185,NA,2152.6,,07/03/2008 05:41,07/03/2008 19:20,N,07/03/2008 04:50,07/03/2008 20:11,D,0,0
#10_1a,10,#10_MT101_120308.TXT,101,82,2,2,yes,RISE,Y,Y,37.9662,07/03/2008,01:05:29,07/03/2008 01:05:00,1,-5.292781087,-64.3027948,1.666666667,0.75,0.407614134,35.9962,07/03/2008,01:08:46,,,,,38.524,07/03/2008,01:42:47,PDER,SHARP,N,,,-0.01,4,0.0083,0,NA,18.3,0,1,5185,NA,2153,,07/03/2008 05:41,07/03/2008 19:20,N,07/03/2008 04:50,07/03/2008 20:11,D,0,0
#10_1a,10,#10_MT101_120308.TXT,101,83,0,1,no,NONE,Y,Y,38.6482,07/03/2008,02:13:35,07/03/2008 02:13:00,2,-5.259604196,-64.31017939,0.5,0.722222222,0.47915239,36.3207,07/03/2008,02:15:15,30.02,30.02,27.3,27.3,38.71,07/03/2008,02:51:04,PDER,SHARP,N,,,-0.01,4,0.0083,23.4,23.4,23.4,1,1,5187,NA,2154.8,,07/03/2008 05:41,07/03/2008 19:20,N,07/03/2008 04:50,07/03/2008 20:11,D,0,0
#10_1a,10,#10_MT101_120308.TXT,101,84,0,1,no,NONE,Y,Y,38.71,07/03/2008,02:51:44,07/03/2008 02:51:00,2,-5.239996594,-64.31332296,0.694444444,1.5,0.414824716,36.877,07/03/2008,02:53:21,19.48,19.48,17.47,17.47,38.586,07/03/2008,03:15:32,PDER,SHARP,N,,,-0.01,4,0.0083,15.2,15.2,15.2,1,1,5187,NA,2155.8,,07/03/2008 05:41,07/03/2008 19:20,N,07/03/2008 04:50,07/03/2008 20:11,D,0,0
#10_1a,10,#10_MT101_120308.TXT,101,85,0,1,no,NONE,Y,Y,39.3919,07/03/2008,06:04:05,07/03/2008 06:04:00,6,-5.50253721,-64.3279398,14.22222222,0.583333333,0.00519069,5.0805,07/03/2008,06:11:02,1274.5,1212.4,1104.7,1046.4,38.524,07/03/2008,07:56:18,PDER,SHARP,N,,,-0.064654653,4,0.0083,972.9,972.9,972.9,1,1,5175,NA,2144.1,Very large ingestion - NOT due to flushing,07/03/2008 05:42,07/03/2008 19:21,D,07/03/2008 04:51,07/03/2008 20:12,L,0,0
#10_1a,10,#10_MT101_120308.TXT,101,86,0,1,no,NONE,Y,Y,40.322,07/03/2008,20:27:25,07/03/2008 20:27:00,20,-5.300590446,-64.63272281,24.19444444,0.666666667,4.822039209,25.3346,07/03/2008,20:34:25,240.93,184.51,171.21,123.21,39.02,07/03/2008,21:13:56,PDER,JAGGY,N,,,-0.083216364,4,0.0083,179.6,179.6,179.6,1,1,5115,NA,2163.4,,07/03/2008 05:40,07/03/2008 19:21,N,07/03/2008 04:49,07/03/2008 20:12,D,0,0
#10_1a,10,#10_MT101_120308.TXT,101,87,0,1,no,NONE,Y,Y,39.4539,07/03/2008,22:09:38,07/03/2008 22:09:00,22,-5.03231102,-64.84781064,6,0,5.007931336,33.9103,07/03/2008,22:11:30,48.15,48.15,39.98,39.98,39.392,07/03/2008,22:31:45,PDER,SHARP,N,,,-0.11886242,4,0.0083,36.6,36.6,36.6,1,1,5090,NA,2182.7,,07/03/2008 05:39,07/03/2008 19:21,N,07/03/2008 04:47,07/03/2008 20:12,D,0,0
#10_1a,10,#10_MT101_120308.TXT,101,88,0,1,yes,NONE,Y,Y,38.524,07/03/2008,22:36:17,07/03/2008 22:36:00,22,-5.060415382,-64.81831961,0,9.333333333,1.05980138,36.6452,07/03/2008,22:45:36,22.66,22.66,8.78,8.78,38.834,07/03/2008,22:52:46,M_PDER,SHARP,N,,,-0.11422994,4,0.0083,17.7,17.7,NA,1,0,5091,NA,2180.4,,07/03/2008 05:39,07/03/2008 19:21,N,07/03/2008 04:47,07/03/2008 20:12,D,0,0
#10_1a,10,#10_MT101_120308.TXT,101,88,1,2,yes,NONE,N,Y,38.524,07/03/2008,22:36:17,07/03/2008 22:36:00,22,-5.060415382,-64.81831961,0,9.333333333,1.05980138,37.1088,07/03/2008,22:37:29,,,,,37.433,07/03/2008,22:39:08,PDER,SHARP,N,,,-0.11422994,4,0.0083,0,NA,8.8,0,1,5091,NA,2180.4,,07/03/2008 05:39,07/03/2008 19:21,N,07/03/2008 04:47,07/03/2008 20:12,D,0,0
#10_1a,10,#10_MT101_120308.TXT,101,88,2,2,yes,RISE,Y,Y,37.842,07/03/2008,22:43:47,07/03/2008 22:43:00,22,-5.061353386,-64.81404636,0,9.333333333,1.05980138,36.6452,07/03/2008,22:45:54,,,,,38.834,07/03/2008,22:52:46,PDER,SHARP,N,,,-0.113647301,4,0.0083,0,NA,8.8,0,1,5091,NA,2180.3,,07/03/2008 05:39,07/03/2008 19:21,N,07/03/2008 04:47,07/03/2008 20:12,D,0,0
#10_1a,10,#10_MT101_120308.TXT,101,89,0,1,no,NONE,Y,Y,40.074,07/03/2008,23:20:14,07/03/2008 23:20:00,23,-5.018716829,-64.80069727,14.16666667,11.22222222,1.488202936,33.9566,07/03/2008,23:22:06,45.56,45.56,38.15,38.15,40.136,07/03/2008,23:41:30,PDER,SHARP,N,,,-0.113166162,4,0.0083,34.1,34.1,34.1,1,1,5090,NA,2181.7,,07/03/2008 05:39,07/03/2008 19:20,N,07/03/2008 04:47,07/03/2008 20:12,D,0,0
#10_1a,10,#10_MT101_120308.TXT,101,90,0,1,no,NONE,Y,Y,40.1978,07/03/2008,23:46:27,07/03/2008 23:46:00,23,-5.106551607,-64.76297126,11.22222222,0.861111111,6.323902494,39.1947,07/03/2008,23:49:08,7.82,7.82,5.33,5.33,40.074,07/03/2008,23:59:44,CDER,BLUNT,N,,,-0.105755594,4,0.0083,5.8,5.8,5.8,1,1,5102,NA,2176.5,,07/03/2008 05:39,07/03/2008 19:21,N,07/03/2008 04:47,07/03/2008 20:12,D,0,0
#10_1a,10,#10_MT101_120308.TXT,101,91,0,1,yes,NONE,Y,Y,40.322,08/03/2008,00:10:23,08/03/2008 00:10:00,0,-5.297481147,-64.69786547,7.527777778,0.972222222,2.203904944,34.6056,08/03/2008,00:54:14,215.47,153.93,58.57,38.94,39.454,08/03/2008,01:26:35,M_PDER,SHARP,N,,,-0.091847258,4,0.0083,160.6,160.6,NA,1,0,5115,NA,2165.7,Complex serries of temperature drops suggesting multiple ingestions (may be more ingestions than identified),08/03/2008 05:43,08/03/2008 19:18,N,08/03/2008 04:52,08/03/2008 20:09,D,0,0
#10_1a,10,#10_MT101_120308.TXT,101,91,1,5,yes,NONE,N,Y,40.322,08/03/2008,00:10:23,08/03/2008 00:10:00,0,-5.297481147,-64.69786547,7.527777778,0.972222222,2.203904944,37.2219,08/03/2008,00:12:33,,,,,,08/03/2008,,PDER,SHARP,N,,,-0.091847258,4,0.0083,0,NA,32.1,0,1,5115,NA,2165.7,,08/03/2008 05:43,08/03/2008 19:18,N,08/03/2008 04:52,08/03/2008 20:09,D,0,0
#10_1a,10,#10_MT101_120308.TXT,101,91,2,5,yes,RISE,N,Y,38.524,08/03/2008,00:15:56,08/03/2008 00:15:00,0,-5.311616787,-64.69519753,7.527777778,0.972222222,2.203904944,36.0889,08/03/2008,00:17:07,,,,,,08/03/2008,,PDER,SHARP,N,,,-0.091136798,4,0.0083,0,NA,32.1,0,1,5115,NA,2164.9,,08/03/2008 05:43,08/03/2008 19:18,N,08/03/2008 04:52,08/03/2008 20:09,D,0,0
#10_1a,10,#10_MT101_120308.TXT,101,91,3,5,yes,RISE,N,Y,37.842,08/03/2008,00:27:48,08/03/2008 00:27:00,0,-5.327304665,-64.69359674,0.972222222,0,0.40752817,37.0624,08/03/2008,00:28:38,,,,,,08/03/2008,,PDER,SHARP,N,,,-0.090547921,4,0.0083,0,NA,32.1,0,1,5115,NA,2164.2,,08/03/2008 05:43,08/03/2008 19:18,N,08/03/2008 04:52,08/03/2008 20:09,D,0,0
#10_1a,10,#10_MT101_120308.TXT,101,91,4,5,yes,RISE,N,Y,38.3379,08/03/2008,00:34:08,08/03/2008 00:34:00,0,-5.330093135,-64.69431886,0.972222222,0,0.40752817,36.7379,08/03/2008,00:35:51,,,,,,08/03/2008,,PDER,SHARP,N,,,-0.090583438,4,0.0083,0,NA,32.1,0,1,5115,NA,2164.1,,08/03/2008 05:43,08/03/2008 19:18,N,08/03/2008 04:52,08/03/2008 20:09,D,0,0
#10_1a,10,#10_MT101_120308.TXT,101,91,5,5,yes,RISE,Y,Y,38.958,08/03/2008,00:50:25,08/03/2008 00:50:00,0,-5.341906883,-64.69617815,0,0,0.010658966,34.5592,08/03/2008,00:54:26,,,,,,08/03/2008,,PDER,SHARP,N,,,-0.090579057,4,0.0083,0,NA,32.1,0,1,5115,NA,2163.6,,08/03/2008 05:43,08/03/2008 19:18,N,08/03/2008 04:52,08/03/2008 20:09,D,0,0
#10_1a,10,#10_MT101_120308.TXT,101,92,0,1,no,NONE,Y,Y,38.8338,08/03/2008,01:44:07,08/03/2008 01:44:00,1,-5.506880882,-64.66143714,0.527777778,0.5,0.846613316,35.5327,08/03/2008,01:46:17,22.36,22.36,18.47,18.47,38.831,08/03/2008,01:59:12,LDER,SHARP,N,,,-0.178172254,4,0.0083,17.3,17.3,17.3,1,1,5113,NA,2155,,08/03/2008 05:44,08/03/2008 19:18,N,08/03/2008 04:53,08/03/2008 20:09,D,0,0
#10_1a,10,#10_MT101_120308.TXT,101,93,0,1,no,NONE,Y,Y,37.9039,08/03/2008,02:07:46,08/03/2008 02:07:00,2,-5.534203014,-64.63662138,1.055555556,7.027777778,0.005259318,37.4332,08/03/2008,37.4332,1.89,1.89,1.35,1.35,38.152,08/03/2008,02:12:47,PDER,SHARP,N,,,-0.176868273,4,0.0083,1.5,1.5,1.5,1,1,5113,NA,2152.9,,08/03/2008 05:44,08/03/2008 19:18,N,08/03/2008 04:53,08/03/2008 20:09,D,0,0
#10_1a,10,#10_MT101_120308.TXT,101,94,0,1,yes,NONE,Y,Y,38.276,08/03/2008,02:17:06,08/03/2008 02:17:00,2,-5.532975624,-64.63812226,1.055555556,7.027777778,0.31555908,35.6718,08/03/2008,02:31:03,34.43,16.53,14.15,3.64,37.284,08/03/2008,02:39:40,M_PDER,SHARP,N,,,-0.176938768,4,0.0083,27,27,NA,1,0,5113,NA,2153,,08/03/2008 05:44,08/03/2008 19:18,N,08/03/2008 04:53,08/03/2008 20:09,D,0,0
#10_1a,10,#10_MT101_120308.TXT,101,94,1,2,yes,NONE,N,Y,38.276,08/03/2008,02:17:06,08/03/2008 02:17:00,2,-5.532975624,-64.63812226,1.055555556,7.027777778,0.31555908,36.1353,08/03/2008,02:19:38,,,,,37.284,08/03/2008,02:39:40,PDER,SHARP,N,,,-0.176938768,4,0.0083,0,NA,13.5,0,1,5113,NA,2153,,08/03/2008 05:44,08/03/2008 19:18,N,08/03/2008 04:53,08/03/2008 20:09,D,0,0
