date,time,y1,y2,y3,x1,x2,x3,qc,speed,x,y,lat,lon
"07,08,2009",17:19:22,54,0.4847,S,38,3.6643,W,1.2,0,54.00807833,38.06107167,-54.00807833,-38.06107167
"07,08,2009",17:39:33,53,58.9897,S,38,4.723,W,3.2,2.1,53.98316167,38.07871667,-53.98316167,-38.07871667
"07,08,2009",17:59:41,53,50.6266,S,38,7.0493,W,1.8,36.3,53.84377667,38.11748833,-53.84377667,-38.11748833
"07,08,2009",18:19:57,53,44.9657,S,38,13.5168,W,11.1,22.2,53.74942833,38.22528,-53.74942833,-38.22528
"07,08,2009",18:40:12,53,37.8335,S,38,25.1473,W,6,78.6,53.63055833,38.41912167,-53.63055833,-38.41912167
"07,08,2009",19:02:19,53,29.0619,S,38,38.7337,W,2.7,63,53.484365,38.64556167,-53.484365,-38.64556167
"07,08,2009",19:22:35,53,21.4811,S,38,50.4731,W,4.5,93.7,53.35801833,38.84121833,-53.35801833,-38.84121833
"07,08,2009",19:42:53,53,11.4717,S,39,0.7608,W,3.9,90.5,53.191195,39.01268,-53.191195,-39.01268
"07,08,2009",20:03:12,53,1.8454,S,39,10.7627,W,3.5,69,53.03075667,39.17937833,-53.03075667,-39.17937833
"07,08,2009",20:24:01,52,52.7593,S,39,20.1776,W,4.5,40.7,52.87932167,39.33629333,-52.87932167,-39.33629333
"07,08,2009",20:44:20,52,49.807,S,39,25.8503,W,7.4,58.7,52.83011667,39.43083833,-52.83011667,-39.43083833
"07,08,2009",21:05:08,52,46.5331,S,39,28.9928,W,8,0,52.77555167,39.48321333,-52.77555167,-39.48321333
"07,08,2009",21:25:20,52,40.5912,S,39,35.1782,W,1.7,53.3,52.67652,39.58630333,-52.67652,-39.58630333
"07,08,2009",21:45:29,52,32.447,S,39,41.4556,W,1.3,30.9,52.54078333,39.69092667,-52.54078333,-39.69092667
"07,08,2009",22:05:40,52,25.4566,S,39,47.2785,W,1.8,42.5,52.42427667,39.787975,-52.42427667,-39.787975
"07,08,2009",22:25:48,52,17.8891,S,39,52.1626,W,1.6,48.4,52.29815167,39.86937667,-52.29815167,-39.86937667
"07,08,2009",22:45:57,52,9.7209,S,39,58.5977,W,3.2,42.7,52.162015,39.97662833,-52.162015,-39.97662833
"07,08,2009",23:06:09,52,3.5316,S,40,2.9134,W,3,24.6,52.05886,40.04855667,-52.05886,-40.04855667
"07,08,2009",23:26:18,51,56.5634,S,40,7.8796,W,2.7,45.4,51.94272333,40.13132667,-51.94272333,-40.13132667
"07,08,2009",23:46:55,51,47.8176,S,40,11.6551,W,2,39.1,51.79696,40.19425167,-51.79696,-40.19425167
"08,08,2009",00:09:13,51,38.4112,S,40,14.7987,W,10.3,45.3,51.64018667,40.246645,-51.64018667,-40.246645
"08,08,2009",00:29:23,51,29.9705,S,40,18.5491,W,7,39.7,51.49950833,40.30915167,-51.49950833,-40.30915167
"08,08,2009",00:49:33,51,21.7297,S,40,23.1719,W,4.9,44.5,51.36216167,40.38619833,-51.36216167,-40.38619833
"08,08,2009",01:09:41,51,13.6954,S,40,26.3264,W,3.2,59.1,51.22825667,40.43877333,-51.22825667,-40.43877333
"08,08,2009",01:29:51,51,5.4678,S,40,30.2371,W,2.9,66.2,51.09113,40.50395167,-51.09113,-40.50395167
"08,08,2009",01:50:13,50,56.8824,S,40,31.93,W,2.2,50.2,50.94804,40.53216667,-50.94804,-40.53216667
"08,08,2009",02:10:27,50,48.2315,S,40,33.8017,W,5.5,54.6,50.80385833,40.56336167,-50.80385833,-40.56336167
"08,08,2009",02:30:40,50,39.9366,S,40,35.8743,W,7.1,57.7,50.66561,40.597905,-50.66561,-40.597905
"08,08,2009",02:50:58,50,31.8924,S,40,37.9322,W,9.1,48,50.53154,40.63220333,-50.53154,-40.63220333
"08,08,2009",03:11:41,50,23.4047,S,40,38.2675,W,8.5,52.2,50.39007833,40.63779167,-50.39007833,-40.63779167
"08,08,2009",03:32:05,50,16.9532,S,40,40.1335,W,2,50.3,50.28255333,40.66889167,-50.28255333,-40.66889167
"08,08,2009",03:52:51,50,12.4696,S,40,39.8328,W,1.7,49.6,50.20782667,40.66388,-50.20782667,-40.66388
"08,08,2009",04:12:59,50,6.4754,S,40,39.9378,W,3.5,48.8,50.10792333,40.66563,-50.10792333,-40.66563
"08,08,2009",04:33:06,50,0.1081,S,40,38.7915,W,4,64.6,50.00180167,40.646525,-50.00180167,-40.646525
"08,08,2009",04:53:34,49,51.7103,S,40,36.3959,W,2.2,51.2,49.86183833,40.60659833,-49.86183833,-40.60659833
"08,08,2009",05:14:14,49,43.8123,S,40,33.8999,W,1.6,47.7,49.730205,40.56499833,-49.730205,-40.56499833
"08,08,2009",05:34:20,49,36.021,S,40,30.6686,W,1.3,66.2,49.60035,40.51114333,-49.60035,-40.51114333
"08,08,2009",05:54:34,49,28.8005,S,40,28.2911,W,1.8,64.7,49.48000833,40.47151833,-49.48000833,-40.47151833
"08,08,2009",06:14:48,49,22.8522,S,40,26.9827,W,1.7,39,49.38087,40.44971167,-49.38087,-40.44971167
"08,08,2009",06:35:44,49,15.9895,S,40,23.8887,W,3,53.3,49.26649167,40.398145,-49.26649167,-40.398145
"08,08,2009",06:56:02,49,9.0356,S,40,19.0894,W,6.3,49.8,49.15059333,40.31815667,-49.15059333,-40.31815667
"08,08,2009",07:16:22,49,3.1849,S,40,12.8697,W,4.5,51.9,49.05308167,40.214495,-49.05308167,-40.214495
"08,08,2009",07:36:45,48,58.1437,S,40,10.5104,W,3.9,4.7,48.96906167,40.17517333,-48.96906167,-40.17517333
"08,08,2009",07:57:46,48,55.902,S,40,6.751,W,1.6,3.6,48.9317,40.11251667,-48.9317,-40.11251667
"08,08,2009",08:17:56,48,51.1012,S,39,59.2062,W,1.8,44.4,48.85168667,39.98677,-48.85168667,-39.98677
"08,08,2009",08:38:03,48,47.1292,S,39,48.1217,W,1.3,49.7,48.78548667,39.80202833,-48.78548667,-39.80202833
"08,08,2009",08:58:13,48,43.4722,S,39,37.1762,W,3.2,69.5,48.72453667,39.61960333,-48.72453667,-39.61960333
"08,08,2009",09:18:28,48,42.9843,S,39,35.3831,W,3,77.5,48.716405,39.58971833,-48.716405,-39.58971833
"08,08,2009",09:38:43,48,42.0991,S,39,37.8581,W,3.5,3.4,48.70165167,39.63096833,-48.70165167,-39.63096833
"08,08,2009",09:59:32,48,42.0072,S,39,44.247,W,4.4,35.2,48.70012,39.73745,-48.70012,-39.73745
"08,08,2009",10:20:18,48,43.9715,S,39,49.4926,W,6.5,4,48.73285833,39.82487667,-48.73285833,-39.82487667
"08,08,2009",10:40:33,48,44.8155,S,39,50.9124,W,10.3,88.3,48.746925,39.84854,-48.746925,-39.84854
"08,08,2009",11:00:43,48,51.402,S,39,56.333,W,7,79.4,48.8567,39.93888333,-48.8567,-39.93888333
"08,08,2009",11:20:54,48,58.591,S,40,4.9473,W,4,50.9,48.97651667,40.082455,-48.97651667,-40.082455
"08,08,2009",11:41:03,49,7.2812,S,40,14.2439,W,3,50.4,49.12135333,40.23739833,-49.12135333,-40.23739833
"08,08,2009",12:01:16,49,14.8614,S,40,16.4804,W,2.7,66.7,49.24769,40.27467333,-49.24769,-40.27467333
"08,08,2009",12:21:26,49,16.4054,S,40,1.7139,W,5.4,81.4,49.27342333,40.028565,-49.27342333,-40.028565
"08,08,2009",12:41:34,49,18.1354,S,39,47.5507,W,5.4,84.7,49.30225667,39.79251167,-49.30225667,-39.79251167
"08,08,2009",13:02:44,49,20.074,S,39,37.0747,W,1.7,4,49.33456667,39.61791167,-49.33456667,-39.61791167
"08,08,2009",13:23:12,49,20.5046,S,39,31.704,W,3.5,2.1,49.34174333,39.5284,-49.34174333,-39.5284
"08,08,2009",13:43:22,49,20.92,S,39,24.9553,W,2.5,43,49.34866667,39.41592167,-49.34866667,-39.41592167
"08,08,2009",14:03:32,49,25.0613,S,39,12.6934,W,2.4,47.9,49.41768833,39.21155667,-49.41768833,-39.21155667
"08,08,2009",14:23:46,49,30.7307,S,38,59.74,W,2.7,46,49.51217833,38.99566667,-49.51217833,-38.99566667
"08,08,2009",14:43:58,49,36.5703,S,38,47.0009,W,4.5,88.3,49.609505,38.78334833,-49.609505,-38.78334833
"08,08,2009",15:05:13,49,41.7483,S,38,32.2182,W,3.4,86.5,49.695805,38.53697,-49.695805,-38.53697
"08,08,2009",15:26:00,49,45.9112,S,38,17.8562,W,3.7,75.7,49.76518667,38.29760333,-49.76518667,-38.29760333
"08,08,2009",15:46:19,49,49.061,S,38,4.8652,W,3.9,38.4,49.81768333,38.08108667,-49.81768333,-38.08108667
"08,08,2009",16:07:10,49,51.0519,S,37,51.1,W,3.9,56.5,49.850865,37.85166667,-49.850865,-37.85166667
"08,08,2009",16:28:19,49,53.5789,S,37,35.3024,W,11.5,27.9,49.89298167,37.58837333,-49.89298167,-37.58837333
"08,08,2009",16:49:31,49,56.6106,S,37,17.6237,W,8.6,89.1,49.94351,37.29372833,-49.94351,-37.29372833
"08,08,2009",17:11:45,49,58.3,S,37,0.2044,W,5,45.2,49.97166667,37.00340667,-49.97166667,-37.00340667
"08,08,2009",17:32:15,49,56.3044,S,36,51.5745,W,4.3,4,49.93840667,36.859575,-49.93840667,-36.859575
"08,08,2009",17:52:51,49,56.4792,S,36,51.2545,W,4.8,0,49.94132,36.85424167,-49.94132,-36.85424167
"08,08,2009",18:13:07,49,56.6812,S,36,50.9089,W,8.5,15,49.94468667,36.84848167,-49.94468667,-36.84848167
"08,08,2009",18:33:14,49,57.8013,S,36,44.5879,W,2.2,83.8,49.963355,36.74313167,-49.963355,-36.74313167
"08,08,2009",18:53:22,49,58.023,S,36,31.055,W,1.8,91.3,49.96705,36.51758333,-49.96705,-36.51758333
"08,08,2009",19:13:29,49,57.4158,S,36,30.0016,W,3,96.4,49.95693,36.50002667,-49.95693,-36.50002667
"08,08,2009",19:33:55,50,3.2958,S,36,43.1021,W,2,69,50.05493,36.71836833,-50.05493,-36.71836833
"08,08,2009",19:54:55,50,11.5375,S,36,55.387,W,5.8,94,50.19229167,36.92311667,-50.19229167,-36.92311667
"08,08,2009",20:15:30,50,15.8503,S,37,5.301,W,3.5,47.2,50.26417167,37.08835,-50.26417167,-37.08835
"08,08,2009",20:35:55,50,16.4068,S,37,6.9001,W,3.2,2.8,50.27344667,37.11500167,-50.27344667,-37.11500167
"08,08,2009",20:56:21,50,16.5877,S,37,6.5828,W,4.5,0,50.27646167,37.10971333,-50.27646167,-37.10971333
"08,08,2009",21:16:29,50,16.7912,S,37,6.2552,W,3.2,18.9,50.27985333,37.10425333,-50.27985333,-37.10425333
"08,08,2009",21:37:07,50,16.9984,S,37,5.9276,W,1.2,2.2,50.28330667,37.09879333,-50.28330667,-37.09879333
"08,08,2009",21:57:14,50,17.2162,S,37,5.5663,W,3.2,0,50.28693667,37.09277167,-50.28693667,-37.09277167
"08,08,2009",22:17:21,50,17.3886,S,37,5.1957,W,5,2.4,50.28981,37.086595,-50.28981,-37.086595
"08,08,2009",22:37:32,50,17.5777,S,37,4.8754,W,3.5,0,50.29296167,37.08125667,-50.29296167,-37.08125667
"08,08,2009",22:57:44,50,17.3286,S,37,1.466,W,2,61.8,50.28881,37.02443333,-50.28881,-37.02443333
"08,08,2009",23:17:57,50,17.0197,S,36,57.9938,W,4.1,1.9,50.28366167,36.96656333,-50.28366167,-36.96656333
"08,08,2009",23:38:08,50,22.2964,S,37,8.0846,W,7.4,98,50.37160667,37.13474333,-50.37160667,-37.13474333
"08,08,2009",23:58:24,50,27.382,S,37,21.1653,W,2.2,72.4,50.45636667,37.352755,-50.45636667,-37.352755
"09,08,2009",00:20:40,50,32.1988,S,37,33.5646,W,7.8,95.7,50.53664667,37.55941,-50.53664667,-37.55941
"09,08,2009",00:43:07,50,37.5706,S,37,50.7656,W,5.1,62.7,50.62617667,37.84609333,-50.62617667,-37.84609333
"09,08,2009",01:03:36,50,40.6247,S,38,0.0835,W,3.7,3.2,50.67707833,38.00139167,-50.67707833,-38.00139167
"09,08,2009",01:23:51,50,40.8451,S,37,59.394,W,4.1,2.9,50.68075167,37.9899,-50.68075167,-37.9899
"09,08,2009",01:44:03,50,51.741,S,38,3.0615,W,4,84.2,50.86235,38.051025,-50.86235,-38.051025
"09,08,2009",02:04:15,51,1.7997,S,38,3.2309,W,5.3,69.2,51.029995,38.05384833,-51.029995,-38.05384833
"09,08,2009",02:24:32,51,9.5616,S,38,2.0076,W,6.9,68.7,51.15936,38.03346,-51.15936,-38.03346
"09,08,2009",02:45:03,51,16.9921,S,37,55.8564,W,8.8,45.4,51.28320167,37.93094,-51.28320167,-37.93094
"09,08,2009",03:05:49,51,25.4698,S,37,50.2525,W,1.7,0,51.42449667,37.83754167,-51.42449667,-37.83754167
"09,08,2009",03:27:17,51,34.9526,S,37,42.1018,W,1.6,98.6,51.58254333,37.70169667,-51.58254333,-37.70169667
"09,08,2009",03:47:26,51,43.3741,S,37,36.2423,W,4.3,43.3,51.72290167,37.60403833,-51.72290167,-37.60403833
"09,08,2009",04:07:43,51,51.9738,S,37,31.8041,W,2.5,39.7,51.86623,37.53006833,-51.86623,-37.53006833
"09,08,2009",04:29:48,51,58.8657,S,37,33.0374,W,1.7,59.5,51.981095,37.55062333,-51.981095,-37.55062333
"09,08,2009",04:49:58,52,6.1365,S,37,36.5049,W,5.5,45.1,52.102275,37.608415,-52.102275,-37.608415
"09,08,2009",05:10:06,52,13.2882,S,37,40.1935,W,3.2,71.1,52.22147,37.66989167,-52.22147,-37.66989167
"09,08,2009",05:30:13,52,21.7786,S,37,42.697,W,2.2,46.2,52.36297667,37.71161667,-52.36297667,-37.71161667
"09,08,2009",05:50:26,52,29.4835,S,37,47.7445,W,2.9,63,52.49139167,37.79574167,-52.49139167,-37.79574167
"09,08,2009",06:10:39,52,35.9905,S,37,54.9923,W,3.4,48.4,52.59984167,37.91653833,-52.59984167,-37.91653833
"09,08,2009",06:30:58,52,44.7602,S,37,59.8324,W,3.7,90.1,52.74600333,37.99720667,-52.74600333,-37.99720667
