date,time,y1,y2,y3,x1,x2,x3,qc,speed,x,y,lat,lon
"10,05,2009",19:00:31,54,0.4921,S,38,3.9352,W,3.5,0,54.00820167,38.06558667,-54.00820167,-38.06558667
"10,05,2009",19:20:38,53,57.4799,S,38,4.152,W,2.5,41.2,53.95799833,38.0692,-53.95799833,-38.0692
"10,05,2009",19:40:44,53,54.074,S,38,1.5275,W,4.9,85.8,53.90123333,38.02545833,-53.90123333,-38.02545833
"10,05,2009",20:01:20,53,46.5379,S,37,59.6827,W,2,32.7,53.77563167,37.99471167,-53.77563167,-37.99471167
"10,05,2009",20:22:21,53,40.258,S,37,58.9612,W,2.5,63.7,53.67096667,37.98268667,-53.67096667,-37.98268667
"10,05,2009",20:42:51,53,31.9744,S,37,57.1355,W,3.7,30.6,53.53290667,37.95225833,-53.53290667,-37.95225833
"10,05,2009",21:03:08,53,37.6553,S,37,57.4042,W,3,29.9,53.62758833,37.95673667,-53.62758833,-37.95673667
"10,05,2009",21:23:46,53,32.656,S,37,56.5463,W,2.7,35,53.54426667,37.94243833,-53.54426667,-37.94243833
"10,05,2009",21:43:53,53,31.023,S,37,58.5682,W,5.5,41.2,53.51705,37.97613667,-53.51705,-37.97613667
"10,05,2009",22:04:32,53,34.8593,S,38,2.0194,W,3,37.2,53.58098833,38.03365667,-53.58098833,-38.03365667
"10,05,2009",22:25:32,53,35.1919,S,38,5.7104,W,3,29.6,53.58653167,38.09517333,-53.58653167,-38.09517333
"10,05,2009",22:46:31,53,33.8685,S,38,8.9881,W,2.9,19.2,53.564475,38.14980167,-53.564475,-38.14980167
"10,05,2009",23:08:25,53,35.9036,S,38,13.86,W,4.5,63.4,53.59839333,38.231,-53.59839333,-38.231
"10,05,2009",23:28:42,53,37.733,S,38,17.6255,W,6.6,31.2,53.62888333,38.29375833,-53.62888333,-38.29375833
"10,05,2009",23:51:09,53,32.533,S,38,21.2841,W,1.5,23.9,53.54221667,38.354735,-53.54221667,-38.354735
"11,05,2009",00:14:15,53,35.9228,S,38,25.8436,W,2.2,33.1,53.59871333,38.43072667,-53.59871333,-38.43072667
"11,05,2009",00:34:32,53,37.4564,S,38,30.3055,W,4.3,53.2,53.62427333,38.50509167,-53.62427333,-38.50509167
"11,05,2009",00:54:52,53,41.3464,S,38,33.9907,W,2.5,51.7,53.68910667,38.56651167,-53.68910667,-38.56651167
"11,05,2009",01:15:15,53,40.6192,S,38,37.4955,W,2.5,37,53.67698667,38.624925,-53.67698667,-38.624925
"11,05,2009",01:36:21,53,41.5554,S,38,42.3826,W,2,38.1,53.69259,38.70637667,-53.69259,-38.70637667
"11,05,2009",01:56:39,53,39.9787,S,38,46.1465,W,9.1,3.1,53.66631167,38.76910833,-53.66631167,-38.76910833
"11,05,2009",02:16:46,53,42.4496,S,38,49.2363,W,5.3,45.7,53.70749333,38.820605,-53.70749333,-38.820605
"11,05,2009",02:38:10,53,43.8112,S,38,55.545,W,4.9,46.7,53.73018667,38.92575,-53.73018667,-38.92575
"11,05,2009",02:59:51,53,41.1154,S,39,2.502,W,3.5,47.9,53.68525667,39.0417,-53.68525667,-39.0417
"11,05,2009",03:19:58,53,41.1672,S,39,9.6929,W,2.2,61.3,53.68612,39.16154833,-53.68612,-39.16154833
"11,05,2009",03:40:05,53,43.4789,S,39,16.1917,W,2,41.1,53.72464833,39.26986167,-53.72464833,-39.26986167
"11,05,2009",04:00:16,53,42.8978,S,39,22.9679,W,2.4,55.1,53.71496333,39.38279833,-53.71496333,-39.38279833
"11,05,2009",04:20:22,53,43.73,S,39,30.5376,W,3.4,54.6,53.72883333,39.50896,-53.72883333,-39.50896
"11,05,2009",04:40:29,53,44.9647,S,39,38.3573,W,5.5,28.8,53.74941167,39.63928833,-53.74941167,-39.63928833
"11,05,2009",05:00:58,53,49.3191,S,39,43.6247,W,7.5,44.5,53.821985,39.72707833,-53.821985,-39.72707833
"11,05,2009",05:22:07,53,47.4649,S,39,52.4134,W,5,38.5,53.79108167,39.87355667,-53.79108167,-39.87355667
"11,05,2009",05:42:16,53,44.6992,S,40,0.6661,W,3,55.5,53.74498667,40.01110167,-53.74498667,-40.01110167
"11,05,2009",06:02:39,53,40.9658,S,40,9.1294,W,2.7,49.4,53.68276333,40.15215667,-53.68276333,-40.15215667
"11,05,2009",06:23:26,53,37.8212,S,40,18.3538,W,2.2,30.6,53.63035333,40.30589667,-53.63035333,-40.30589667
"11,05,2009",06:44:12,53,34.9596,S,40,27.8099,W,2.7,46,53.58266,40.46349833,-53.58266,-40.46349833
"11,05,2009",07:04:19,53,35.5559,S,40,36.5829,W,3.4,45.4,53.59259833,40.609715,-53.59259833,-40.609715
"11,05,2009",07:24:25,53,34.2266,S,40,46.0949,W,4.5,48.5,53.57044333,40.76824833,-53.57044333,-40.76824833
"11,05,2009",07:44:33,53,33.5344,S,40,56.6923,W,4.3,38.3,53.55890667,40.94487167,-53.55890667,-40.94487167
"11,05,2009",08:05:05,53,35.0718,S,41,5.6621,W,3.4,45.6,53.58453,41.09436833,-53.58453,-41.09436833
"11,05,2009",08:25:51,53,33.8249,S,41,11.1008,W,1.7,0,53.56374833,41.18501333,-53.56374833,-41.18501333
"11,05,2009",08:46:01,53,30.9364,S,41,17.2952,W,2.9,41.5,53.51560667,41.28825333,-53.51560667,-41.28825333
