date,time,y1,y2,y3,x1,x2,x3,qc,speed,x,y,lat,lon
"04,09,2009",14:24:21,54,0.4899,S,38,3.7523,W,,,54.008165,38.06253833,-54.008165,-38.06253833
"04,09,2009",14:44:30,53,59.1722,S,38,3.7989,W,,,53.98620333,38.063315,-53.98620333,-38.063315
"04,09,2009",15:04:45,53,48.1804,S,38,4.3686,W,,,53.80300667,38.07281,-53.80300667,-38.07281
"04,09,2009",15:24:51,53,39.7246,S,38,2.1856,W,,,53.66207667,38.03642667,-53.66207667,-38.03642667
"04,09,2009",15:45:01,53,31.3466,S,37,59.1909,W,,,53.52244333,37.986515,-53.52244333,-37.986515
"04,09,2009",16:05:08,53,24.5214,S,37,48.6671,W,,,53.40869,37.81111833,-53.40869,-37.81111833
"04,09,2009",16:25:15,53,12.7658,S,37,46.225,W,,,53.21276333,37.77041667,-53.21276333,-37.77041667
"04,09,2009",16:45:30,53,14.8245,S,37,52.1752,W,,,53.247075,37.86958667,-53.247075,-37.86958667
"04,09,2009",17:05:55,53,6.1549,S,37,49.0781,W,,,53.10258167,37.81796833,-53.10258167,-37.81796833
"04,09,2009",17:26:50,52,53.4149,S,37,43.1098,W,,,52.89024833,37.71849667,-52.89024833,-37.71849667
"04,09,2009",17:47:20,52,40.98,S,37,38.8951,W,,,52.683,37.64825167,-52.683,-37.64825167
"04,09,2009",18:07:32,52,28.5045,S,37,38.3379,W,,,52.475075,37.638965,-52.475075,-37.638965
"04,09,2009",18:27:47,52,16.1111,S,37,37.8541,W,,,52.26851833,37.63090167,-52.26851833,-37.63090167
"04,09,2009",18:48:41,52,4.1966,S,37,36.8702,W,,,52.06994333,37.61450333,-52.06994333,-37.61450333
"04,09,2009",19:08:52,51,52.2584,S,37,35.5945,W,,,51.87097333,37.59324167,-51.87097333,-37.59324167
"04,09,2009",19:29:09,51,41.1702,S,37,34.7177,W,,,51.68617,37.57862833,-51.68617,-37.57862833
"04,09,2009",19:49:31,51,30.1098,S,37,35.7157,W,,,51.50183,37.59526167,-51.50183,-37.59526167
"04,09,2009",20:09:43,51,19.6881,S,37,35.2373,W,,,51.328135,37.58728833,-51.328135,-37.58728833
"04,09,2009",20:29:51,51,9.4937,S,37,35.2953,W,,,51.15822833,37.588255,-51.15822833,-37.588255
"04,09,2009",20:50:01,50,58.973,S,37,36.6954,W,,,50.98288333,37.61159,-50.98288333,-37.61159
"04,09,2009",21:10:43,50,49.3401,S,37,38.3154,W,,,50.822335,37.63859,-50.822335,-37.63859
"04,09,2009",21:30:55,50,40.2581,S,37,42.0776,W,,,50.67096833,37.70129333,-50.67096833,-37.70129333
