date,time,y1,y2,y3,x1,x2,x3,qc,speed,x,y,lat,lon
"03,07,2009",17:46:15,54,0.3142,S,38,5.3648,W,1.8,92.2,54.00523667,38.08941333,-54.00523667,-38.08941333
"03,07,2009",18:06:30,53,59.9456,S,38,6.1456,W,3.9,0,53.99909333,38.10242667,-53.99909333,-38.10242667
"03,07,2009",18:26:43,53,55.9487,S,38,15.3434,W,1.7,85.2,53.93247833,38.25572333,-53.93247833,-38.25572333
"03,07,2009",18:46:51,53,54.01,S,38,25.389,W,5.6,55.9,53.90016667,38.42315,-53.90016667,-38.42315
"03,07,2009",19:07:02,53,49.4519,S,38,26.5509,W,1.7,68,53.82419833,38.442515,-53.82419833,-38.442515
"03,07,2009",19:27:15,53,45.1129,S,38,17.2999,W,2.7,48.9,53.75188167,38.28833167,-53.75188167,-38.28833167
"03,07,2009",19:47:25,53,39.3746,S,38,11.6694,W,1.7,54.2,53.65624333,38.19449,-53.65624333,-38.19449
"03,07,2009",20:08:06,53,39.1035,S,38,11.8745,W,3,0,53.651725,38.19790833,-53.651725,-38.19790833
"03,07,2009",20:28:15,53,39.1584,S,38,12.0882,W,6.6,0,53.65264,38.20147,-53.65264,-38.20147
"03,07,2009",20:48:22,53,39.2012,S,38,12.3343,W,8,1.9,53.65335333,38.20557167,-53.65335333,-38.20557167
"03,07,2009",21:09:00,53,39.2366,S,38,12.5866,W,2,0,53.65394333,38.20977667,-53.65394333,-38.20977667
"03,07,2009",21:29:12,53,36.8776,S,38,12.253,W,2.2,60.3,53.61462667,38.20421667,-53.61462667,-38.20421667
"03,07,2009",21:49:44,53,33.7159,S,38,11.0883,W,1.5,0,53.56193167,38.184805,-53.56193167,-38.184805
"03,07,2009",22:10:00,53,33.7096,S,38,11.2408,W,5.1,0,53.56182667,38.18734667,-53.56182667,-38.18734667
"03,07,2009",22:31:27,53,37.7896,S,38,12.1369,W,1.5,63.3,53.62982667,38.20228167,-53.62982667,-38.20228167
"03,07,2009",22:52:17,53,38.502,S,38,18.5702,W,7.1,54.5,53.6417,38.30950333,-53.6417,-38.30950333
"03,07,2009",23:13:40,53,37.9333,S,38,21.0012,W,3,2.5,53.63222167,38.35002,-53.63222167,-38.35002
"03,07,2009",23:33:48,53,35.8551,S,38,23.736,W,2.2,81,53.597585,38.3956,-53.597585,-38.3956
"03,07,2009",23:54:03,53,35.574,S,38,25.2038,W,2,53.3,53.5929,38.42006333,-53.5929,-38.42006333
"04,07,2009",00:14:38,53,36.8898,S,38,27.51,W,2.9,0,53.61483,38.4585,-53.61483,-38.4585
"04,07,2009",00:35:12,53,39.9246,S,38,27.4843,W,3.9,0,53.66541,38.45807167,-53.66541,-38.45807167
"04,07,2009",00:55:29,53,38.6343,S,38,31.5263,W,2.7,2.5,53.643905,38.52543833,-53.643905,-38.52543833
"04,07,2009",01:16:10,53,43.6437,S,38,33.4776,W,1.5,3.4,53.727395,38.55796,-53.727395,-38.55796
"04,07,2009",01:36:22,53,43.272,S,38,38.438,W,1.3,60,53.7212,38.64063333,-53.7212,-38.64063333
"04,07,2009",01:56:30,53,45.0256,S,38,50.6927,W,3.5,98,53.75042667,38.84487833,-53.75042667,-38.84487833
"04,07,2009",02:16:43,53,44.8136,S,38,51.5736,W,2.5,2.6,53.74689333,38.85956,-53.74689333,-38.85956
"04,07,2009",02:36:54,53,44.0131,S,38,54.8553,W,2.5,2.6,53.73355167,38.914255,-53.73355167,-38.914255
"04,07,2009",02:57:07,53,44.1415,S,38,55.3784,W,4.1,0,53.73569167,38.92297333,-53.73569167,-38.92297333
"04,07,2009",03:17:18,53,44.2672,S,38,55.8726,W,6,0,53.73778667,38.93121,-53.73778667,-38.93121
"04,07,2009",03:37:31,53,44.4705,S,38,56.3395,W,2.7,0,53.741175,38.93899167,-53.741175,-38.93899167
"04,07,2009",03:58:12,53,44.6978,S,38,56.7755,W,1.3,3,53.74496333,38.94625833,-53.74496333,-38.94625833
