date,time,y1,y2,y3,x1,x2,x3,qc,speed,x,y,lat,lon
"03,06,2009",13:20:44,54,0.5504,S,38,3.9302,W,3.7,0,54.00917333,38.06550333,-54.00917333,-38.06550333
"03,06,2009",13:41:00,53,59.3459,S,38,6.3356,W,3.9,40.9,53.98909833,38.10559333,-53.98909833,-38.10559333
"03,06,2009",14:01:55,53,58.2503,S,38,8.5577,W,4.3,0,53.97083833,38.14262833,-53.97083833,-38.14262833
"03,06,2009",14:23:24,53,54.2501,S,38,13.7202,W,1.3,44.8,53.90416833,38.22867,-53.90416833,-38.22867
"03,06,2009",14:43:50,53,47.5877,S,38,15.6989,W,1.6,51.5,53.79312833,38.26164833,-53.79312833,-38.26164833
"03,06,2009",15:04:14,53,40.9322,S,38,10.6047,W,1.7,0,53.68220333,38.176745,-53.68220333,-38.176745
"03,06,2009",15:24:54,53,40.9832,S,38,10.6385,W,2.7,1.9,53.68305333,38.17730833,-53.68305333,-38.17730833
"03,06,2009",15:45:04,53,41.0597,S,38,10.6532,W,7,0,53.68432833,38.17755333,-53.68432833,-38.17755333
"03,06,2009",16:05:29,53,41.1188,S,38,10.6384,W,2.7,0,53.68531333,38.17730667,-53.68531333,-38.17730667
"03,06,2009",16:25:59,53,41.1685,S,38,10.6488,W,1.5,0,53.68614167,38.17748,-53.68614167,-38.17748
"03,06,2009",16:46:16,53,41.1839,S,38,10.7418,W,2.5,0,53.68639833,38.17903,-53.68639833,-38.17903
"03,06,2009",17:06:38,53,41.2347,S,38,10.7328,W,4.9,1.8,53.687245,38.17888,-53.687245,-38.17888
"03,06,2009",17:27:12,53,41.3,S,38,10.6541,W,4.5,0,53.68833333,38.17756833,-53.68833333,-38.17756833
"03,06,2009",17:47:50,53,41.3618,S,38,10.5447,W,4.5,0,53.68936333,38.175745,-53.68936333,-38.175745
"03,06,2009",18:08:03,53,41.0663,S,38,15.9336,W,2.2,50.4,53.68443833,38.26556,-53.68443833,-38.26556
"03,06,2009",18:28:22,53,38.7789,S,38,26.9033,W,2.2,49.7,53.646315,38.44838833,-53.646315,-38.44838833
"03,06,2009",18:49:00,53,38.8248,S,38,28.93,W,1.8,2.6,53.64708,38.48216667,-53.64708,-38.48216667
"03,06,2009",19:09:32,53,39.1834,S,38,29.4411,W,1.7,2.5,53.65305667,38.490685,-53.65305667,-38.490685
"03,06,2009",19:29:43,53,39.4843,S,38,29.9405,W,3.2,0,53.65807167,38.49900833,-53.65807167,-38.49900833
"03,06,2009",19:50:46,53,39.4635,S,38,29.9337,W,8.6,33.2,53.657725,38.498895,-53.657725,-38.498895
"03,06,2009",20:10:56,53,39.9605,S,38,30.9142,W,4.6,0,53.66600833,38.51523667,-53.66600833,-38.51523667
"03,06,2009",20:31:02,53,40.198,S,38,31.2138,W,6.4,3.9,53.66996667,38.52023,-53.66996667,-38.52023
"03,06,2009",20:51:13,53,40.4431,S,38,31.4286,W,3.2,4.1,53.67405167,38.52381,-53.67405167,-38.52381
"03,06,2009",21:11:24,53,40.5575,S,38,28.6822,W,2.5,70.8,53.67595833,38.47803667,-53.67595833,-38.47803667
"03,06,2009",21:31:37,53,40.3578,S,38,29.9252,W,3,45.8,53.67263,38.49875333,-53.67263,-38.49875333
"03,06,2009",21:52:12,53,38.6119,S,38,32.8874,W,2.2,51.4,53.64353167,38.54812333,-53.64353167,-38.54812333
"03,06,2009",22:15:53,53,36.6758,S,38,23.6119,W,3.2,38.9,53.61126333,38.39353167,-53.61126333,-38.39353167
"03,06,2009",22:38:21,53,34.1498,S,38,17.2188,W,1.7,38.3,53.56916333,38.28698,-53.56916333,-38.28698
"03,06,2009",22:59:04,53,34.313,S,38,17.0578,W,1.7,0,53.57188333,38.28429667,-53.57188333,-38.28429667
"03,06,2009",23:19:28,53,36.2229,S,38,22.2788,W,4.1,34.1,53.603715,38.37131333,-53.603715,-38.37131333
"03,06,2009",23:40:00,53,37.3566,S,38,30.0503,W,2,86.2,53.62261,38.50083833,-53.62261,-38.50083833
"04,06,2009",00:00:15,53,39.4171,S,38,31.8228,W,1.7,61.3,53.65695167,38.53038,-53.65695167,-38.53038
"04,06,2009",00:22:38,53,39.665,S,38,54.1971,W,10.6,90.2,53.66108333,38.903285,-53.66108333,-38.903285
"04,06,2009",00:45:40,53,42.7488,S,38,45.0104,W,3.7,30.6,53.71248,38.75017333,-53.71248,-38.75017333
"04,06,2009",01:06:23,53,41.5952,S,38,40.4995,W,3.2,53,53.69325333,38.67499167,-53.69325333,-38.67499167
"04,06,2009",01:30:19,53,42.4687,S,38,40.8897,W,8.3,69.2,53.70781167,38.681495,-53.70781167,-38.681495
"04,06,2009",01:51:13,53,40.1798,S,38,50.9032,W,2.9,29,53.66966333,38.84838667,-53.66966333,-38.84838667
"04,06,2009",02:11:56,53,38.635,S,38,45.7857,W,2.7,42.3,53.64391667,38.763095,-53.64391667,-38.763095
"04,06,2009",02:34:30,53,43.4505,S,38,35.9164,W,3.7,56.3,53.724175,38.59860667,-53.724175,-38.59860667
"04,06,2009",02:54:57,53,37.6685,S,38,44.863,W,3.2,34.3,53.62780833,38.74771667,-53.62780833,-38.74771667
"04,06,2009",03:15:11,53,39.1497,S,38,43.7338,W,3.9,53.6,53.652495,38.72889667,-53.652495,-38.72889667
"04,06,2009",03:36:57,53,40.1368,S,38,52.6398,W,1.6,61.1,53.66894667,38.87733,-53.66894667,-38.87733
"04,06,2009",03:57:05,53,39.7565,S,38,55.5827,W,4.6,70.5,53.66260833,38.92637833,-53.66260833,-38.92637833
"04,06,2009",04:17:39,53,34.8394,S,39,2.4528,W,2.7,39.4,53.58065667,39.04088,-53.58065667,-39.04088
