date,time,y1,y2,y3,x1,x2,x3,qc,speed,x,y,lat,lon
"07,08,2009",11:05:10,54,0.4833,S,38,3.6262,W,9.8,0,54.008055,38.06043667,-54.008055,-38.06043667
"07,08,2009",11:25:53,53,59.7205,S,38,7.8757,W,1.3,1.9,53.99534167,38.13126167,-53.99534167,-38.13126167
"07,08,2009",11:46:32,53,58.7259,S,38,16.2139,W,1.5,43.7,53.978765,38.27023167,-53.978765,-38.27023167
"07,08,2009",12:06:45,53,55.6165,S,38,30.4125,W,1.5,98.3,53.92694167,38.506875,-53.92694167,-38.506875
"07,08,2009",12:27:05,53,47.8123,S,38,41.7142,W,1.6,19.4,53.79687167,38.69523667,-53.79687167,-38.69523667
"07,08,2009",12:47:28,53,41.3132,S,38,50.9186,W,3,58.5,53.68855333,38.84864333,-53.68855333,-38.84864333
"07,08,2009",13:07:41,53,41.5633,S,38,51.9733,W,2,55,53.69272167,38.86622167,-53.69272167,-38.86622167
"07,08,2009",13:27:52,53,41.2598,S,38,52.7832,W,2,31.1,53.68766333,38.87972,-53.68766333,-38.87972
"07,08,2009",13:48:06,53,41.5353,S,38,52.7209,W,1.8,23.9,53.692255,38.87868167,-53.692255,-38.87868167
"07,08,2009",14:09:47,53,41.1183,S,38,54.1596,W,8.5,23.1,53.685305,38.90266,-53.685305,-38.90266
"07,08,2009",14:30:08,53,41.4659,S,38,54.1158,W,4.5,33.9,53.69109833,38.90193,-53.69109833,-38.90193
"07,08,2009",14:50:16,53,40.4015,S,38,55.5671,W,5.8,80.6,53.67335833,38.92611833,-53.67335833,-38.92611833
"07,08,2009",15:10:29,53,41.3941,S,38,55.1248,W,6.5,19.7,53.68990167,38.91874667,-53.68990167,-38.91874667
"07,08,2009",15:31:10,53,40.0899,S,38,59.1181,W,1.7,0,53.668165,38.98530167,-53.668165,-38.98530167
"07,08,2009",15:51:18,53,39.8651,S,38,59.5182,W,3,0,53.66441833,38.99197,-53.66441833,-38.99197
"07,08,2009",16:11:29,53,41.6515,S,38,58.7721,W,2.4,74.6,53.69419167,38.979535,-53.69419167,-38.979535
"07,08,2009",16:31:39,53,44.2526,S,38,53.2846,W,3.2,48.5,53.73754333,38.88807667,-53.73754333,-38.88807667
"07,08,2009",16:51:52,53,46.4346,S,38,43.0288,W,4.8,41.9,53.77391,38.71714667,-53.77391,-38.71714667
"07,08,2009",17:12:07,53,48.4263,S,38,36.3532,W,5,32.5,53.807105,38.60588667,-53.807105,-38.60588667
"07,08,2009",17:32:57,53,50.6094,S,38,26.2151,W,5.1,38.7,53.84349,38.43691833,-53.84349,-38.43691833
"07,08,2009",17:53:49,53,53.0433,S,38,18.333,W,5,52.4,53.884055,38.30555,-53.884055,-38.30555
"07,08,2009",18:14:37,53,56.2943,S,38,10.5484,W,1.1,47.1,53.93823833,38.17580667,-53.93823833,-38.17580667
"07,08,2009",18:34:47,53,59.5305,S,38,7.0531,W,6.5,52.2,53.992175,38.11755167,-53.992175,-38.11755167
"07,08,2009",18:54:53,54,1.1504,S,38,5.1475,W,1.2,34.2,54.01917333,38.08579167,-54.01917333,-38.08579167
"07,08,2009",19:15:05,54,0.5273,S,38,3.6628,W,6,0,54.00878833,38.06104667,-54.00878833,-38.06104667
