date,time,y1,y2,y3,x1,x2,x3,qc,speed,x,y,lat,lon
"04,07,2009",15:13:12,54,0.5405,S,38,4.0347,W,5.1,0,54.00900833,38.067245,-54.00900833,-38.067245
"04,07,2009",15:33:21,53,58.8876,S,38,12.4272,W,3.4,0,53.98146,38.20712,-53.98146,-38.20712
"04,07,2009",15:53:30,53,57.3619,S,38,26.6914,W,2.2,90.4,53.95603167,38.44485667,-53.95603167,-38.44485667
"04,07,2009",16:13:45,53,54.555,S,38,41.9067,W,1.6,65.3,53.90925,38.698445,-53.90925,-38.698445
"04,07,2009",16:34:01,53,53.4216,S,38,58.2618,W,1.6,89.9,53.89036,38.97103,-53.89036,-38.97103
"04,07,2009",16:54:12,53,52.0561,S,39,13.1488,W,4.9,47.2,53.86760167,39.21914667,-53.86760167,-39.21914667
"04,07,2009",17:14:33,53,49.8263,S,39,25.279,W,3.4,34.7,53.83043833,39.42131667,-53.83043833,-39.42131667
"04,07,2009",17:35:13,53,47.6839,S,39,36.8578,W,1,41.9,53.79473167,39.61429667,-53.79473167,-39.61429667
"04,07,2009",17:55:20,53,44.8273,S,39,48.1479,W,2.2,41.5,53.74712167,39.802465,-53.74712167,-39.802465
"04,07,2009",18:15:26,53,42.5277,S,39,58.9426,W,2,65.8,53.708795,39.98237667,-53.708795,-39.98237667
"04,07,2009",18:35:33,53,38.1155,S,40,7.8961,W,1.8,43.8,53.63525833,40.13160167,-53.63525833,-40.13160167
"04,07,2009",18:55:40,53,36.7878,S,40,19.5188,W,1.7,54.4,53.61313,40.32531333,-53.61313,-40.32531333
"04,07,2009",19:15:46,53,34.9163,S,40,31.2644,W,1.7,45.2,53.58193833,40.52107333,-53.58193833,-40.52107333
"04,07,2009",19:35:54,53,32.3377,S,40,42.0133,W,1.8,33.2,53.53896167,40.70022167,-53.53896167,-40.70022167
"04,07,2009",19:56:01,53,30.4876,S,40,53.2872,W,2,41.2,53.50812667,40.88812,-53.50812667,-40.88812
