date,time,y1,y2,y3,x1,x2,x3,qc,speed,x,y,lat,lon
"08,05,2009",16:36:05,54,0.4909,S,38,3.9522,W,3.4,0,54.00818167,38.06587,-54.00818167,-38.06587
"08,05,2009",16:56:16,54,0.4868,S,38,3.9076,W,9.8,0,54.00811333,38.06512667,-54.00811333,-38.06512667
"08,05,2009",17:16:50,53,58.574,S,38,4.973,W,2.5,65.3,53.97623333,38.08288333,-53.97623333,-38.08288333
"08,05,2009",17:37:19,53,56.7625,S,38,6.8174,W,1.8,2,53.94604167,38.11362333,-53.94604167,-38.11362333
"08,05,2009",17:57:41,53,55.3025,S,38,8.5285,W,2.5,53.5,53.92170833,38.14214167,-53.92170833,-38.14214167
"08,05,2009",18:17:59,53,46.6708,S,38,18.2296,W,11.5,86.7,53.77784667,38.30382667,-53.77784667,-38.30382667
"08,05,2009",18:38:19,53,45.531,S,38,34.6916,W,5,75.3,53.75885,38.57819333,-53.75885,-38.57819333
"08,05,2009",18:59:07,53,44.1648,S,38,46.9648,W,2,79.8,53.73608,38.78274667,-53.73608,-38.78274667
"08,05,2009",19:20:47,53,41.4599,S,38,50.8385,W,1.2,50.9,53.69099833,38.84730833,-53.69099833,-38.84730833
"08,05,2009",19:41:02,53,43.1815,S,39,3.224,W,1.3,49.4,53.71969167,39.05373333,-53.71969167,-39.05373333
"08,05,2009",20:01:17,53,43.1022,S,39,2.5455,W,11,38.6,53.71837,39.042425,-53.71837,-39.042425
"08,05,2009",20:21:47,53,48.1652,S,39,4.9576,W,1.2,0,53.80275333,39.08262667,-53.80275333,-39.08262667
"08,05,2009",20:41:55,53,48.717,S,39,8.6573,W,4.6,64.4,53.81195,39.14428833,-53.81195,-39.14428833
"08,05,2009",21:02:07,53,45.2032,S,39,22.9234,W,4,60.9,53.75338667,39.38205667,-53.75338667,-39.38205667
"08,05,2009",21:22:20,53,48.3387,S,39,32.9947,W,4.3,46,53.805645,39.54991167,-53.805645,-39.54991167
"08,05,2009",21:42:35,53,52.6261,S,39,41.2249,W,6.6,46.6,53.87710167,39.68708167,-53.87710167,-39.68708167
"08,05,2009",22:02:44,53,51.9518,S,39,43.0812,W,8.6,74.8,53.86586333,39.71802,-53.86586333,-39.71802
"08,05,2009",22:23:18,53,55.1335,S,39,49.715,W,2.9,47.8,53.91889167,39.82858333,-53.91889167,-39.82858333
"08,05,2009",22:43:48,53,52.9977,S,39,47.4196,W,3.7,46.9,53.883295,39.79032667,-53.883295,-39.79032667
"08,05,2009",23:04:14,53,56.1555,S,39,57.1639,W,3.5,36.2,53.935925,39.95273167,-53.935925,-39.95273167
