date,time,y1,y2,y3,x1,x2,x3,qc,speed,x,y,lat,lon
"05,09,2009",11:22:27,54,0.5278,S,38,3.9187,W,4.5,0,54.00879667,38.06531167,-54.00879667,-38.06531167
"05,09,2009",11:43:02,54,0.5268,S,38,3.9275,W,1.8,6,54.00878,38.06545833,-54.00878,-38.06545833
"05,09,2009",12:03:43,53,59.3142,S,38,10.5209,W,1.6,37.5,53.98857,38.17534833,-53.98857,-38.17534833
"05,09,2009",12:25:02,53,59.4625,S,38,24.184,W,3.4,35,53.99104167,38.40306667,-53.99104167,-38.40306667
"05,09,2009",12:46:44,53,59.4358,S,38,36.3431,W,2.5,0,53.99059667,38.60571833,-53.99059667,-38.60571833
"05,09,2009",13:07:19,53,59.4998,S,38,36.4155,W,3,4.6,53.99166333,38.606925,-53.99166333,-38.606925
"05,09,2009",13:27:32,54,0.284,S,38,48.5001,W,3.5,31.4,54.00473333,38.808335,-54.00473333,-38.808335
"05,09,2009",13:47:41,54,1.0779,S,39,3.8918,W,3,73.4,54.017965,39.06486333,-54.017965,-39.06486333
"05,09,2009",14:07:49,54,1.947,S,39,16.5607,W,4.5,49.3,54.03245,39.27601167,-54.03245,-39.27601167
"05,09,2009",14:28:01,54,4.1218,S,39,30.9357,W,2.7,27.8,54.06869667,39.515595,-54.06869667,-39.515595
"05,09,2009",14:48:10,54,6.6002,S,39,45.3181,W,5.5,78.1,54.11000333,39.75530167,-54.11000333,-39.75530167
"05,09,2009",15:09:17,54,10.4092,S,40,0.3199,W,2.2,40,54.17348667,40.00533167,-54.17348667,-40.00533167
"05,09,2009",15:31:01,54,15.2274,S,40,15.6218,W,6.1,52,54.25379,40.26036333,-54.25379,-40.26036333
"05,09,2009",15:52:44,54,19.8673,S,40,29.4903,W,5.8,85.3,54.33112167,40.491505,-54.33112167,-40.491505
"05,09,2009",16:13:39,54,22.6578,S,40,40.5769,W,2.2,18.5,54.37763,40.67628167,-54.37763,-40.67628167
"05,09,2009",16:38:48,54,25.3704,S,40,50.0086,W,5.1,40.1,54.42284,40.83347667,-54.42284,-40.83347667
"05,09,2009",16:59:01,54,29.5276,S,41,4.1671,W,7.5,30.6,54.49212667,41.06945167,-54.49212667,-41.06945167
"05,09,2009",17:19:09,54,33.5751,S,41,17.8903,W,3.2,63,54.559585,41.29817167,-54.559585,-41.29817167
"05,09,2009",17:39:16,54,37.0333,S,41,29.1763,W,3.5,53.8,54.61722167,41.48627167,-54.61722167,-41.48627167
"05,09,2009",17:59:33,54,41.1115,S,41,43.4328,W,1.7,52.1,54.68519167,41.72388,-54.68519167,-41.72388
"05,09,2009",18:19:52,54,45.9925,S,41,56.7899,W,3.2,37.3,54.76654167,41.94649833,-54.76654167,-41.94649833
"05,09,2009",18:40:45,54,50.7717,S,42,10.6591,W,2,87,54.846195,42.17765167,-54.846195,-42.17765167
"05,09,2009",19:01:06,54,55.9926,S,42,23.5416,W,3,39.6,54.93321,42.39236,-54.93321,-42.39236
