status,date_time,seconds,state
ok,05/08/2009 09:56:45,94488,dry
ok,06/08/2009 12:11:33,78312,dry
ok,07/08/2009 09:56:45,5265,dry
ok,07/08/2009 11:24:30,522,wet
ok,07/08/2009 11:33:12,4599,dry
ok,07/08/2009 12:49:51,285,wet
ok,07/08/2009 12:54:36,795,dry
ok,07/08/2009 13:07:51,99,wet
ok,07/08/2009 13:09:30,603,dry
ok,07/08/2009 13:19:33,327,wet
ok,07/08/2009 13:25:00,2946,dry
ok,07/08/2009 14:14:06,51,wet
ok,07/08/2009 14:14:57,624,dry
ok,07/08/2009 14:25:21,63,wet
ok,07/08/2009 14:26:24,111,dry
ok,07/08/2009 14:28:15,12,wet
ok,07/08/2009 14:28:27,12,dry
ok,07/08/2009 14:28:39,24,wet
ok,07/08/2009 14:29:03,6,dry
ok,07/08/2009 14:29:09,12,wet
ok,07/08/2009 14:29:21,855,dry
ok,07/08/2009 14:43:36,141,wet
ok,07/08/2009 14:45:57,9,dry
ok,07/08/2009 14:46:06,54,wet
ok,07/08/2009 14:47:00,1515,dry
ok,07/08/2009 15:12:15,6,wet
ok,07/08/2009 15:12:21,33,dry
ok,07/08/2009 15:12:54,39,wet
ok,07/08/2009 15:13:33,513,dry
ok,07/08/2009 15:22:06,87,wet
ok,07/08/2009 15:23:33,375,dry
ok,07/08/2009 15:29:48,1536,wet
ok,07/08/2009 15:55:24,9,dry
ok,07/08/2009 15:55:33,21,wet
ok,07/08/2009 15:55:54,91689,dry
